source;target;Type;Weight
1656432;869;undirected;33.13094446058354466666
920469;3219;undirected;2.95653003397568640000
1556656;250683;undirected;0.50000000000000000000
131435;4130;undirected;0.50000000000000000000
451267;3215;undirected;0.52278244631185813333
421603;1954;undirected;11.46103665549383750000
49070;23180;undirected;0.87757966671010153333
251509;72660;undirected;0.50000000000000000000
206483;131435;undirected;1.00000000000000000000
1656432;1975;undirected;5.79598643221126800000
1260878;224280;undirected;1.50000000000000000000
17141;3060;undirected;0.86093885830194171500
96783;53131;undirected;1.50000000000000000000
678107;651533;undirected;1.50000000000000000000
20644;5008;undirected;1.66666666666666666666
412288;1199;undirected;0.37653769841269840000
43608;4130;undirected;0.50000000000000000000
10545;2963;undirected;0.13392857142857142000
2080;872;undirected;25.67826133414776692500
109279;38246;undirected;0.87792721826739793500
43290;4130;undirected;1.50000000000000000000
108399;2078;undirected;3.42923638753746965000
130881;6396;undirected;1.01549691049691063333
40291;2811;undirected;1.76026842188488296500
648346;1980;undirected;13.12012931315889850000
387704;80497;undirected;1.05555555555555555250
51996;21648;undirected;2.25687720245662730400
1420148;506119;undirected;0.60000000000000000000
190180;169008;undirected;2.50000000000000000000
115401;869;undirected;32.79761112725021133333
1182369;65524;undirected;2.64846981721981755000
240693;48937;undirected;1.56208760997067395000
383467;72635;undirected;0.87500000000000000000
1109776;3569;undirected;0.91025641025641024000
121551;22051;undirected;1.44850948509485094166
239041;3060;undirected;0.83194726166328625000
239142;3467;undirected;6.73620786033710650000
96783;28183;undirected;1.51666666666666670000
241547;33962;undirected;0.50000000000000000000
1762365;72794;undirected;0.50000000000000000000
320603;177845;undirected;0.50000000000000000000
243162;62617;undirected;1.50000000000000000000
7142;7125;undirected;10.07582585076877994285
86792;39283;undirected;0.75000000000000000000
63897;55791;undirected;3.01714208410636981750
115401;94615;undirected;0.16666666666666665500
2936;869;undirected;33.13094446058354466666
3586;3060;undirected;0.83194726166328625000
3335;2016;undirected;10.08928571428568805000
108500;7142;undirected;3.98861990950225990000
12987;7526;undirected;0.62500000000000000000
242744;108234;undirected;1.50000000000000000000
549367;26978;undirected;1.05000000000000005000
1259080;410262;undirected;1.02380952380952370000
1266707;36971;undirected;2.52777777777777777500
108787;6409;undirected;3.33572145162920155000
63897;7906;undirected;4.51714208410636981750
381506;24359;undirected;0.33333333333333333333
815711;62284;undirected;3.38095238095238093333
517374;302078;undirected;0.50000000000000000000
1415414;764767;undirected;1.50000000000000000000
40942;7129;undirected;1.64351065064106882500
3586;1981;undirected;50.97500818302816500000
648346;68115;undirected;1.72291666666666665500
106511;26395;undirected;0.07044209851227393666
34219;5305;undirected;31.37985707103353000000
