source;target;Type;Weight
1077297;63897;undirected;10.23201068615295450000
7885550;3199655;undirected;2.50000000000000000000
937121;915982;undirected;2.17833000333000415000
134650;4553;undirected;3.50000000000000000000
1077297;937121;undirected;4.17833000333000415000
178519;86669;undirected;3.14261116146467470000
303872;81358;undirected;0.50000000000000000000
12391305;106511;undirected;1.87500000000000000000
347951;84667;undirected;1.00000000000000000000
2535079;121551;undirected;2.09287277762887580000
6153099;247369;undirected;2.00000000000000000000
1488881;56743;undirected;4.02000000000000000000
7158206;49661;undirected;0.31250000000000000000
453011;86669;undirected;1.50000000000000000000
316671;39559;undirected;3.31250000000000000000
178519;48639;undirected;3.46255640299744553333
9961;4796;undirected;1.50000000000000000000
4537773;2517524;undirected;18.36171998151491650000
985857;710064;undirected;4.43703878937905085000
2633113;122613;undirected;0.55555555555555560000
1261618;16281;undirected;1.53246927650952447000
6611460;10903;undirected;16.23838041762374643666
1259391;462474;undirected;6.23250538798377552857
10287794;1179613;undirected;0.50000000000000000000
275615;10903;undirected;0.16666666666666665500
534595;16281;undirected;1.68707855611880404500
915982;242297;undirected;1.00000000000000000000
2298013;1530004;undirected;0.60000000000000000000
6772184;2895339;undirected;7.17332251082250950000
48128;35183;undirected;3.17526389329625835000
6095414;199094;undirected;1.50000000000000000000
534595;363215;undirected;1.24349816849816834500
7158206;50116;undirected;1.31250000000000000000
49661;3080;undirected;1.50000000000000000000
6611460;39559;undirected;17.66893597317930200000
363215;121551;undirected;2.92620611096220905000
74371;34383;undirected;1.88807572775785610000
2633113;937121;undirected;2.23388555888555975000
10268365;697400;undirected;1.50000000000000000000
12391305;2698441;undirected;3.37500000000000000000
56743;50116;undirected;2.02000000000000000000
86669;34383;undirected;2.88807572775785610000
10409771;3701394;undirected;1.76727272727272720000
1566076;78768;undirected;0.50000000000000000000
6611460;9215;undirected;6.91168684564827228571
3199655;183952;undirected;0.17179487179487180500
1883489;8648;undirected;12.74028675890386000000
2040602;15859;undirected;4.41728438428287130000
1601746;102486;undirected;0.41666666666666662500
6215207;1488881;undirected;3.50000000000000000000
4537773;1902744;undirected;17.36171998151491650000
1077297;16281;undirected;3.77691372095396895000
41747;35183;undirected;42.20841730525087600000
78768;8648;undirected;12.24028675890386000000
4796;4553;undirected;1.00000000000000000000
3269542;52280;undirected;1.82301587301587306666
1902744;1093730;undirected;1.50000000000000000000
98179;83501;undirected;1.00000000000000000000
8689806;16162;undirected;33.60950722529435833500
6772184;1343943;undirected;6.69259740259740150000
22773494;1343943;undirected;3.56742424242424237500
7974332;4971676;undirected;1.04166666666666666500
27544;4553;undirected;1.00000000000000000000
134650;56743;undirected;3.52000000000000000000
1902744;86669;undirected;2.50000000000000000000
363215;63897;undirected;8.56534401948628775000
5057222;162080;undirected;2.96168582375478905000
27544;16162;undirected;33.56367389196102500000
2375205;4553;undirected;0.70096153846153840500
2998984;49661;undirected;0.50000000000000000000
3846697;240517;undirected;2.00000000000000000000
3326292;3053240;undirected;3.00000000000000000000
5057222;1261618;undirected;0.78333333333333332000
50116;49661;undirected;1.00000000000000000000
1093730;63897;undirected;8.23201068615295450000
3529803;22747;undirected;0.83914844732405668750
858714;63897;undirected;9.73201068615295450000
102486;37482;undirected;1.91666666666666662500
6095414;2638645;undirected;2.00000000000000000000
