source;target;Type;Weight
361774;3620;undirected;1.50000000000000000000
1913217;15092;undirected;0.31111111111111110500
929884;69994;undirected;1.50000000000000000000
73761;208;undirected;4.16666666666666666666
1051752;54816;undirected;1.15384615384615385500
361774;143713;undirected;1.75000000000000000000
232765;3002;undirected;2.21163449410353536666
1222917;433206;undirected;0.25000000000000000000
94615;1979;undirected;15.49255294146724900000
929884;9211;undirected;0.66666666666666666666
97774;1980;undirected;14.92342601645561385000
74160;7748;undirected;12.75000000000000000000
1014624;61450;undirected;0.58060606060606059500
1670336;166401;undirected;1.59999999999999985000
109279;3620;undirected;0.50000000000000000000
43527;23614;undirected;0.30000000000000000000
1598558;428954;undirected;1.66666666666666666666
451289;131703;undirected;2.20268620268620283333
155881;29214;undirected;1.25000000000000000000
211657;3287;undirected;1.11538461538461520000
189360;149325;undirected;0.77941176470588235000
1934924;1060867;undirected;5.26666666666666705000
155881;8209;undirected;1.56944444444444443833
24621;16084;undirected;1.00000000000000000000
189360;3871;undirected;0.11309523809523809500
273352;130575;undirected;1.02500000000000000000
577674;74241;undirected;1.00000000000000000000
59216;5750;undirected;1.77499999999999995000
761294;168711;undirected;0.50000000000000000000
1156376;122087;undirected;0.66666666666666666666
991451;28798;undirected;0.23076923076923081500
1791170;130575;undirected;0.33333333333333333333
1598558;9236;undirected;10.76297149684376300000
517374;17884;undirected;0.63888888888888885000
36636;964;undirected;1.00000000000000000000
86142;3075;undirected;1.04138986013986010000
63957;61361;undirected;1.27777777777777780000
1997020;383467;undirected;1.25000000000000000000
9135;974;undirected;7.28383179807996333333
1490544;217860;undirected;1.00000000000000000000
36671;7142;undirected;6.69888408976643918200
2117811;2030;undirected;51.84910674278680000000
462474;289092;undirected;1.36511234640305395857
1240232;68960;undirected;3.08162572721396220000
1938550;233681;undirected;5.50000000000000000000
312815;68115;undirected;0.79983974358974349500
460000;128588;undirected;5.33333333333333400000
119271;2938;undirected;2.50000000000000000000
161924;123120;undirected;0.50000000000000000000
2019222;6396;undirected;1.56605685779598873333
2154373;123120;undirected;0.84999999999999997500
97914;3075;undirected;2.54138986013986010000
359809;49154;undirected;0.50000000000000000000
2117811;3258;undirected;0.89162561576354676500
251860;2026;undirected;13.73019790394787500000
1042838;63897;undirected;5.37915188802793880250
51014;37157;undirected;1.09269841269841271666
1913217;200674;undirected;2.53333333333333300000
477184;7142;undirected;8.43332733443027122500
6396;1003;undirected;0.43129875613801243333
74241;21648;undirected;3.18230473230473410000
475893;355;undirected;12.13798517218555822500
1760803;34531;undirected;4.66666666666666666666
1303686;486286;undirected;2.13654401154401162666
1961160;1282113;undirected;1.23561253561253580000
69994;974;undirected;6.84203183761702400000
2017;1980;undirected;13.68533077836037550000
991451;2831;undirected;2.00000000000000000000
753449;210843;undirected;0.33333333333333333333
1830154;86809;undirected;1.33333333333333333333
571406;152773;undirected;0.34782608695652174000
169740;146425;undirected;1.50000000000000000000
1791170;106001;undirected;0.33333333333333333333
131435;34367;undirected;0.50000000000000000000
166401;2030;undirected;51.84910674278680000000
123120;1981;undirected;27.55417075818073750000
1051046;279751;undirected;0.83333333333333325000
10108;992;undirected;1.97824297873782975000
73761;15859;undirected;1.00000000000000000000
239142;7748;undirected;16.37979760392684250000
363325;3877;undirected;1.66666666666666665500
160873;17349;undirected;0.25000000000000000000
131703;68960;undirected;4.80402930402930425000
1057337;3287;undirected;3.46666666666666680000
1282113;3688;undirected;5.45599675665464855000
571406;440513;undirected;0.50000000000000000000
125886;11978;undirected;2.71628307995256933333
1094566;51565;undirected;1.75000000000000000000
1598558;18021;undirected;1.66666666666666666666
166401;40291;undirected;1.36351385799036020000
44490;20165;undirected;0.18210806287729363076
9211;6400;undirected;1.17883504422518381428
210843;7604;undirected;0.33333333333333333333
279751;74160;undirected;10.75000000000000000000
211657;48738;undirected;25.71498778998782170000
303396;137677;undirected;1.00000000000000000000
39559;18042;undirected;0.87263674096053957000
779141;3027;undirected;3.63019812431576660000
1420148;1057337;undirected;4.56666666666666690000
549366;439;undirected;1.00000000000000000000
289092;9135;undirected;0.05555555555555555250
180923;1199;undirected;0.14074074074074073666
10548;3877;undirected;1.50000000000000000000
241547;4130;undirected;0.33333333333333333333
1060867;38185;undirected;3.76666666666666705000
950513;284375;undirected;2.59655172413793100000
24239;15783;undirected;1.04545454545454540000
2010695;3328;undirected;20.95142309797475260000
1604417;303396;undirected;1.00000000000000000000
350296;14692;undirected;2.33333333333333333333
1798463;31284;undirected;2.68446598642626010000
313780;4108;undirected;1.50000000000000000000
426100;17349;undirected;0.50000000000000000000
9215;439;undirected;1.12500000000000000000
561105;963;undirected;4.87697240005472150000
38185;1979;undirected;15.49255294146724900000
59498;47475;undirected;1.69921744921744863000
1434227;3569;undirected;26.85450047611837100000
131703;40291;undirected;3.66754316201966445000
97914;3060;undirected;3.13689231660834115000
1819502;1530004;undirected;0.33333333333333333333
129883;3877;undirected;1.68181818181818181500
1434227;1981;undirected;80.96284199247984600000
245783;94615;undirected;9.00000000000000000000
1813441;51014;undirected;1.09269841269841271666
30044;29368;undirected;2.34495066079772185000
1969795;1831;undirected;2.00000000000000000000
17633;872;undirected;38.81273434433055666666
140494;42831;undirected;0.75832678177505762500
110600;6084;undirected;0.50000000000000000000
1824951;3219;undirected;7.14241220735784635000
68115;1979;undirected;15.79239268505699249500
32952;23180;undirected;1.00000000000000000000
10545;869;undirected;36.61224599491596760000
6408;963;undirected;5.84512614851106379090
1144421;25348;undirected;0.72500000000000000000
109653;23614;undirected;6.38427259353644900000
97914;2831;undirected;4.00000000000000000000
474231;26978;undirected;1.00000000000000000000
106001;16480;undirected;1.80605407342339470000
239142;3027;undirected;19.32509479040049240000
34967;8259;undirected;1.00000000000000000000
361774;6408;undirected;0.44879454375690390000
9295;4127;undirected;4.46572871572871669000
451289;318774;undirected;0.33333333333333333333
18042;963;undirected;5.08299091857324003333
1545672;2030;undirected;51.53866718234723958500
166401;3580;undirected;0.88528138528138536000
2793942;137572;undirected;1.10743321718931474000
1705622;48457;undirected;1.00000000000000000000
920469;84271;undirected;0.94761904761904780000
1598558;70760;undirected;1.66666666666666666666
166401;3532;undirected;2.22490124254830176666
1191445;149325;undirected;0.52941176470588235000
615062;24302;undirected;4.07976190476190180000
128588;2963;undirected;3.83333333333333400000
38185;3532;undirected;1.89156790921496843333
108336;8898;undirected;1.75000000000000000000
102246;31264;undirected;0.67510278758958879000
60433;47475;undirected;0.08333333333333333000
571406;29214;undirected;0.75000000000000000000
18459;16480;undirected;1.59451561188493316500
76392;71262;undirected;1.50000000000000000000
1855714;41934;undirected;2.00000000000000000000
267472;119271;undirected;0.33333333333333333333
34367;10058;undirected;0.05000000000000000000
846802;108399;undirected;2.57777777777777755333
195898;3215;undirected;1.28417366946778720000
17715;1199;undirected;0.77649142962889637500
1545672;486286;undirected;0.40384615384615382500
200674;40291;undirected;3.19684719132369320000
1011514;38185;undirected;0.50000000000000000000
451267;963;undirected;4.87697240005472150000
13195;1003;undirected;0.49402420496170495000
1007334;651;undirected;2.20833333333333333333
1072835;150548;undirected;1.97003294907706890000
30360;1954;undirected;28.43902737662416500000
3075;2831;undirected;2.54138986013986010000
3580;2017;undirected;0.38528138528138536000
1469791;48937;undirected;5.55876248681796700000
303872;7170;undirected;1.24118577143314138200
763957;146063;undirected;0.35792682926829267666
1913217;3262;undirected;1.31399711399711455000
480790;17385;undirected;1.00000000000000000000
483067;37480;undirected;0.69079555966697545000
1051046;2831;undirected;2.83333333333333325000
387704;7142;undirected;2.44141446788505096666
64572;1831;undirected;0.58333333333333335000
49291;3267;undirected;0.66666666666666666666
168391;23614;undirected;6.38427259353644900000
950513;108399;undirected;4.49201839755244946666
28798;2026;undirected;13.96096713471710581500
1819502;3215;undirected;1.78417366946778720000
1999859;128914;undirected;0.57316166232574900000
779141;15092;undirected;0.40740740740740740333
882340;61450;undirected;1.85333333333333331500
653080;963;undirected;5.30239057426849200000
1824951;1670336;undirected;7.69821428571427235000
64572;31284;undirected;2.76779931975959345000
