source;target;Type;Weight
8220242;103938;undirected;1.45238095238095210000
1261618;129693;undirected;1.00000000000000000000
1874717;1689104;undirected;1.12708333333333333000
3292518;453011;undirected;1.00000000000000000000
1020710;131563;undirected;1.00000000000000000000
8741355;410487;undirected;1.50000000000000000000
1053056;855943;undirected;4.12512300171902100000
2633113;30044;undirected;5.66999380522952266666
4467956;1457761;undirected;0.54545454545454545250
6375220;57628;undirected;4.50000000000000000000
573846;259551;undirected;0.06349206349206349333
3659670;185508;undirected;2.37500000000000000000
6799484;6492605;undirected;2.00000000000000000000
421242;90075;undirected;0.33333333333333333333
2190969;1769467;undirected;0.55555555555555554333
449106;133444;undirected;0.50000000000000000000
1457761;303872;undirected;2.72448449000810662200
7962892;1976605;undirected;1.03846153846153845000
1300606;71520;undirected;3.00000000000000000000
471183;3532;undirected;12.05825128750895680000
3292518;22747;undirected;0.33750513002762295555
66149;14005;undirected;6.42023829394188200000
4939945;83505;undirected;3.00000000000000000000
1769467;122613;undirected;0.22222222222222221000
2313223;30044;undirected;5.66999380522952266666
5772132;2150639;undirected;0.70476190476190474500
734898;303872;undirected;3.04402389160085070000
1300606;90075;undirected;1.00000000000000000000
1530004;7058;undirected;1.06754860477724396000
1769467;1736247;undirected;1.22222222222222221000
449106;41747;undirected;8.72311726979180700000
3292518;16480;undirected;1.00000000000000000000
2134928;1052126;undirected;0.14285714285714285714
8108597;121064;undirected;2.00000000000000000000
21594;18860;undirected;0.36666666666666670000
51996;23345;undirected;15.27040469634515306666
1031138;339305;undirected;2.00000000000000000000
3793343;3726370;undirected;1.00000000000000000000
237651;49661;undirected;2.06722689075630286666
380369;237651;undirected;2.60084033613445430000
1740036;27544;undirected;0.01111111111111111000
8413604;462474;undirected;1.38868567535999565000
312356;171272;undirected;0.50000000000000000000
3272060;26375;undirected;0.34126984126984116666
1085092;581812;undirected;1.00000000000000000000
7909456;649212;undirected;3.00000000000000000000
129693;48639;undirected;1.80471674762435665000
44006;20165;undirected;0.56584708148175629666
1052126;206943;undirected;0.50000000000000000000
2531222;121551;undirected;0.50000000000000000000
131563;9007;undirected;0.50000000000000000000
8741355;27544;undirected;1.00000000000000000000
2506330;15859;undirected;0.25000000000000000000
5719813;238176;undirected;1.50000000000000000000
6728241;967595;undirected;4.95456494820220520000
106016;17822;undirected;1.00000000000000000000
275615;8042;undirected;2.28928571428571415000
7590793;75927;undirected;13.03236500967434700000
94127;16162;undirected;1.40000000000000000000
8741355;2369562;undirected;7.74880952380952700000
131563;13524;undirected;0.50000000000000000000
5772132;23345;undirected;1.38142857142857120000
5009725;2407999;undirected;0.66666666666666666666
23401;16480;undirected;0.50000000000000000000
2723340;385225;undirected;2.50000000000000000000
546809;339305;undirected;1.00000000000000000000
663964;79368;undirected;0.29399089676097984736
2060900;79368;undirected;0.06315789473684210526
8099636;6791829;undirected;1.33333333333333331500
52280;7058;undirected;2.03730806316221420000
4625250;41747;undirected;8.72311726979180700000
2067474;1314356;undirected;4.08333333333333333000
3952130;10058;undirected;0.12895984820627182578
3898545;83969;undirected;0.52272727272727270000
2522079;581812;undirected;1.50000000000000000000
166077;52280;undirected;2.97793322372285778333
7590793;590405;undirected;0.50000000000000000000
6791829;581812;undirected;1.50000000000000000000
2281316;1956414;undirected;1.89128787878787885000
7962892;881686;undirected;0.50000000000000000000
3726370;967595;undirected;4.95456494820220520000
2190969;34383;undirected;0.65881609791980035000
1132538;322105;undirected;1.00000000000000000000
618329;174794;undirected;3.24632392473186115000
4939945;1083643;undirected;1.50000000000000000000
6728241;3726370;undirected;1.00000000000000000000
1053056;185763;undirected;0.50000000000000000000
253078;41747;undirected;1.03881987577639742000
1740036;77595;undirected;0.81250000000000000000
1903884;22747;undirected;0.06760032690489043444
7144;7125;undirected;3.91926021432783266666
699796;21480;undirected;0.02272727272727272500
2503333;35334;undirected;2.16346153846153830000
140326;103938;undirected;1.00000000000000000000
5719813;1132538;undirected;1.00000000000000000000
8624489;577467;undirected;1.00000000000000000000
1314356;20165;undirected;0.54036671389612555333
17822;2378;undirected;1.00000000000000000000
858740;121551;undirected;0.50000000000000000000
3324309;1824234;undirected;1.50000000000000000000
8225970;2142604;undirected;1.00000000000000000000
185763;150850;undirected;3.77929557256181733333
1132538;281338;undirected;0.50000000000000000000
49959;8648;undirected;9.48057710727484000000
1488325;39479;undirected;0.75572344322344321000
2562901;10058;undirected;0.08269700193730094578
1300606;66149;undirected;2.00000000000000000000
22747;15716;undirected;1.34169684879066996842
2299206;19076;undirected;1.50000000000000000000
177183;6221;undirected;0.05882352941176470500
325367;6358;undirected;0.50000000000000000000
2535079;2531222;undirected;0.50000000000000000000
1083643;158449;undirected;1.00000000000000000000
858740;176267;undirected;0.50000000000000000000
545307;146063;undirected;1.93647149078808816666
343155;171272;undirected;2.00000000000000000000
1233625;7125;undirected;4.25259354766116600000
3292518;158390;undirected;1.05555555555555555000
6625321;16432;undirected;2.00000000000000000000
96396;30172;undirected;6.29820261971924750000
860624;663964;undirected;2.50000000000000000000
520584;17822;undirected;1.00000000000000000000
2134928;30172;undirected;1.94234360563407071428
7850641;221571;undirected;0.77777777777777777000
2700711;571345;undirected;1.00000000000000000000
2527681;2316031;undirected;2.00000000000000000000
2506330;963;undirected;11.02697709504771660000
1499229;161127;undirected;2.05048154982096754500
7865263;71520;undirected;3.00000000000000000000
3726370;1736247;undirected;2.00000000000000000000
1499229;150850;undirected;2.43050538336557721000
1031138;385225;undirected;3.00000000000000000000
6611460;94127;undirected;1.94444444444444443666
6611460;212282;undirected;0.34523809523809518666
2134928;18992;undirected;0.14285714285714285714
360608;348960;undirected;1.00000000000000000000
322105;94342;undirected;1.50000000000000000000
4228415;1013109;undirected;1.32499999999999995000
571345;30172;undirected;7.29820261971924750000
