source;target;Type;Weight
6488889;2598184;undirected;0.75000000000000000000
1322547;122872;undirected;15.70124323855969776666
1292004;361056;undirected;1.66666666666666666666
1039600;41747;undirected;10.73455517828858780000
8624489;105665;undirected;1.25000000000000000000
732772;44006;undirected;0.71554898275099513000
41747;13524;undirected;9.93455517828858780000
9159458;178519;undirected;0.33333333333333333333
2598184;13524;undirected;0.50000000000000000000
8979982;197433;undirected;2.00000000000000000000
5106922;101889;undirected;0.91666666666666662500
41747;20412;undirected;11.53455517828858780000
885119;167807;undirected;0.50000000000000000000
1411197;462474;undirected;0.16666666666666666666
1499229;734898;undirected;2.79285247432305640000
785656;166077;undirected;1.60000000000000000000
884982;44006;undirected;0.85777449137549756500
131337;109595;undirected;7.21642951346899150000
5090030;18992;undirected;2.26066176470588220000
6755485;5106922;undirected;2.94444444444444406666
2832618;197433;undirected;10.91972963098282550000
1053056;100541;undirected;0.90000000000000000000
9159458;121551;undirected;0.33333333333333333333
460856;26375;undirected;1.00000000000000000000
985923;6358;undirected;1.08712121212121215000
177183;20412;undirected;4.00000000000000000000
289092;166077;undirected;0.30666666666666666200
3033722;293812;undirected;1.00000000000000000000
513790;129489;undirected;4.00000000000000000000
6987621;3776138;undirected;1.50000000000000000000
1399046;913648;undirected;1.75000000000000000000
95105;12371;undirected;2.88655179473517890000
2139050;26554;undirected;0.66666666666666666666
1457761;41996;undirected;4.63427033492822963000
9188711;44006;undirected;1.21554898275099513000
8313038;34383;undirected;2.30343148253518497500
421242;294371;undirected;0.25000000000000000000
51996;28875;undirected;0.30555555555555555000
1218539;89576;undirected;2.50000000000000000000
556909;230112;undirected;25.13927738927737100000
185443;30172;undirected;7.21899972116851950000
4504297;128588;undirected;19.62897436751652350000
513790;48128;undirected;1.01503100132794030000
2408940;9007;undirected;2.83730158730158713333
1013109;42533;undirected;0.94444444444444441666
881686;37668;undirected;1.53846153846153845000
287485;109595;undirected;1.50000000000000000000
3272060;75543;undirected;1.41666666666666665750
5398654;16208;undirected;2.50000000000000000000
6488889;27544;undirected;0.50000000000000000000
967595;198063;undirected;3.05304329880147010000
6488889;2408940;undirected;1.60000000000000000000
1860644;228327;undirected;2.50000000000000000000
6987621;1808369;undirected;1.00000000000000000000
6488889;15716;undirected;8.44619047619047480000
884982;36728;undirected;1.00000000000000000000
138321;48639;undirected;1.68985837381217827500
39283;10044;undirected;1.78001784347784905000
2408940;168760;undirected;2.00000000000000000000
5090030;281338;undirected;1.66666666666666650000
2139050;122613;undirected;0.50000000000000000000
590232;421242;undirected;0.50000000000000000000
884982;732772;undirected;1.00000000000000000000
5057222;26554;undirected;0.33333333333333333333
2632849;1457761;undirected;1.47891883503625387500
34383;28875;undirected;1.33913601726339765000
8313038;37668;undirected;4.75000000000000000000
4504297;19076;undirected;2.29418498168498175000
185443;18992;undirected;1.09399509803921570000
3029780;969238;undirected;1.50000000000000000000
1434227;122872;undirected;0.14532163742690056666
1013109;16208;undirected;1.27777777777777775000
5398654;103938;undirected;1.00000000000000000000
418738;26554;undirected;0.95000000000000000000
16162;1003;undirected;18.56642397650320700000
819599;121551;undirected;0.50000000000000000000
1077309;967595;undirected;3.16415440991258120333
2921325;116506;undirected;5.51286530902327600000
244613;2269;undirected;9.29931919931920510000
1292004;158390;undirected;2.00000000000000000000
6488889;884982;undirected;0.66666666666666666666
6611460;230112;undirected;12.54455588855586806000
281338;30172;undirected;6.71899972116851950000
616967;206862;undirected;1.50000000000000000000
6755485;35391;undirected;1.80158730158730170000
3199655;2598184;undirected;0.69444444444444448000
2462130;3711;undirected;1.00000000000000000000
1457761;734898;undirected;0.97891883503625387500
1457761;434165;undirected;1.61318916996448350500
890320;20157;undirected;20.48456699468671293333
2921325;294371;undirected;1.00000000000000000000
4933078;2199144;undirected;1.00000000000000000000
8979982;2408940;undirected;1.33333333333333333333
39479;17141;undirected;1.33333333333333333333
2187970;2038652;undirected;0.56521739130434783500
5106922;50638;undirected;0.41666666666666666666
1740036;212282;undirected;0.18402777777777776000
8624489;4504297;undirected;1.75000000000000000000
884982;453236;undirected;1.41666666666666662500
176267;34383;undirected;0.42843148253518497500
2738214;2384067;undirected;1.00000000000000000000
168760;9007;undirected;1.25595238095238070000
489851;106511;undirected;5.39010004419744345000
2996640;1740036;undirected;1.68402777777777776000
9065073;10058;undirected;0.05263157894736842105
5057222;670769;undirected;0.50000000000000000000
228327;96396;undirected;1.33333333333333333333
2035096;418738;undirected;0.95000000000000000000
2035096;122613;undirected;0.33333333333333333333
74324;3711;undirected;1.00000000000000000000
2834328;872;undirected;14.59889968996681785000
9204395;158390;undirected;0.66666666666666666666
2921325;30172;undirected;7.71899972116851950000
1077309;881686;undirected;0.70512820512820510500
1314356;20165;undirected;1.22721673751085495000
2077457;133444;undirected;0.50000000000000000000
3318137;80816;undirected;0.03636363636363636200
197618;20165;undirected;1.72721673751085495000
9526202;91397;undirected;2.25000000000000000000
1798463;172564;undirected;0.73333333333333340000
1530004;50638;undirected;5.20419672086219618333
1740036;127432;undirected;0.12268518518518517333
2535079;62930;undirected;0.18433283358320841000
15716;14451;undirected;14.07698412698412466666
2187970;1069197;undirected;1.00000000000000000000
62930;30044;undirected;5.75332713856285600000
6421400;133444;undirected;1.00000000000000000000
1122932;3711;undirected;1.75000000000000000000
2899305;2080;undirected;0.50000000000000000000
3776138;274387;undirected;4.01884345443225845000
421242;20165;undirected;0.86360836875542747500
6755485;2269;undirected;8.59948939948940355000
8220242;129489;undirected;6.91904761904761845000
297394;166077;undirected;1.10000000000000000000
5151012;284605;undirected;1.25000000000000000000
391036;48128;undirected;0.34836433466127363333
2462130;89576;undirected;2.00000000000000000000
597750;3020;undirected;3.00000000000000000000
9204395;172564;undirected;0.66666666666666666666
308968;308073;undirected;4.50000000000000000000
969238;133444;undirected;0.50000000000000000000
3318137;883111;undirected;1.30777400185278039166
8313038;26554;undirected;2.83333333333333333333
2150639;418738;undirected;0.26666666666666666666
221571;212282;undirected;0.46666666666666668500
7810955;355;undirected;33.05953226140579200000
1769467;881686;undirected;1.35897435897435890000
395446;354014;undirected;0.32291666666666662500
2150639;48639;undirected;0.58647783174957103333
4239898;48639;undirected;1.68985837381217827500
967595;418738;undirected;3.23978247410110257500
2632849;1053056;undirected;3.44182759927461400000
3033722;174178;undirected;0.50000000000000000000
2408940;15859;undirected;0.80499999999999998000
8099636;230112;undirected;27.97261072261070400000
2077457;6221;undirected;0.50000000000000000000
455995;405535;undirected;1.50000000000000000000
3551759;2659142;undirected;0.66666666666666666666
985857;391036;undirected;0.44955531696911019000
5398654;133444;undirected;1.00000000000000000000
48937;17141;undirected;60.11346985022772666666
