id;Label;Dev;Popularity
13577;mramato;1.77815;0
14613;probablycorey;1.47712;0
15716;lukeapage;7.95424;0
16286;Taritsyn;0.00000;0
44295;splattael;1.00000;0
71520;scop;1.00000;0
73691;timneedham;5.60206;0
98795;shreeve;1.00000;0
4130694;ex1st;1.60206;0
127239;Kikobeats;1.30103;0
242621;arithmetric;2.30103;0
6611460;zkat;75.33846;0
332167;davidparsson;2.47712;0
2832618;orangemocha;2.07918;0
1191154;jonathanp;1.47712;0
10034957;0candy;19.59106;0
1249148;eagleeye;1.60206;1
572176;deanshelton913;1.00000;0
3942493;Aourin;1.47712;0
2559336;xcatliu;1.69897;0
3529078;yousefhamza;1.60206;0
3533889;Arkni;6.30103;0
2566138;joeldenning;2.47712;0
8160;davidcelis;1.00000;0
8648;brianc;12.25527;0
9199;Alfredo-Delgado;1.00000;0
9215;rmg;4.36173;2
9984;reconbot;1.69897;0
11037;jzaefferer;3.84510;0
11921;nono;2.47712;0
12659;dlitvakb;1.30103;0
7868069;Symbitic;1.00000;0
32296;Flamefork;0.00000;0
3121811;pine613;1.00000;1
34383;benbalter;68.22789;12
35719;maksimr;0.00000;0
2081362;SDSAFJFM;0.90309;0
63897;envygeeks;32.97772;4
67859;Mithgol;0.00000;0
883111;yorkie;0.00000;0
1537253;alexgurrola;1.60206;0
884982;es128;3.84510;0
133738;AsaAyers;1.47712;0
135311;tonyg;1.00000;0
6212715;glenjamin;1.47712;0
165377;tjoyal;0.00000;0
167851;igl;3.00000;0
5687241;hgoodman;3.60206;1
229016;noderat;1.00000;0
1683371;pwielgolaski;1.69897;0
10423039;azbshiri;2.47712;0
326419;yegor256;1.00000;0
7236336;code-tree;1.47712;0
573846;PengXing;1.00000;0
10511930;sibedge;1.00000;0
7816994;perc-roycetucker;0.00000;0
10734523;CaselIT;0.00000;0
4630695;Jeiwan;1.34242;0
711692;pra85;12.20412;0
6109298;yavorsky;0.00000;0
7065921;SRCFNNXB;0.90309;0
779141;caitp;0.00000;0
11610275;bojanland;1.00000;0
11734848;echavezNS;6.90309;131
3683;eug;1.00000;0
5269;Lonnen;1.00000;0
6442;langpavel;2.30103;0
7125;jashkenas;0.00000;0
7144;philfreo;0.00000;0
8667595;dschaller;3.77815;0
20180;dougwilson;3.17609;0
21480;nhoizey;1.00000;0
21532;beaugunderson;1.69897;0
23569;ivarni;1.69897;0
48639;chrisfinazzo;13.27875;0
49661;bcoe;0.00000;0
49959;joskuijpers;0.00000;0
78203;gronke;2.00000;0
83969;STRML;2.84510;0
108772;edgemaster;1.30103;0
112316;hudochenkov;1.30103;0
10753575;doug-wade;5.04139;0
172564;Floppy;1.30103;0
1601746;pushrax;16.41497;0
985857;watilde;20.06446;0
4291433;epicmiller;1.30103;0
1064305;davidvgalbraith;2.69897;0
4950239;kidmillions;1.30103;0
6941330;zacdoe;1.60206;0
401206;rajzshkr;0.00000;0
8767767;lgaticaq;1.00000;1
467803;chriswong;2.30103;0
470446;SamuelMarks;1.47712;0
1840065;budde377;15.90309;0
1259391;horiaradu;1.00000;0
1260644;prometheansacrifice;1.60206;0
595871;bfred-it;1.60206;0
