id;Label;Dev;Popularity
9090;waywardmonkeys;1.30103;0
9122;jerem;1.00000;1
10044;indexzero;31.54407;6
10058;shama;57.00432;17
10108;shancat;1.60206;0
10160;VanCoding;0.47712;0
10545;JensNockert;0.00000;0
11912;kawanet;3.90309;1
12534;floydpink;2.20412;0
25165;Prinzhorn;0.00000;0
26285;bhardin;2.00000;3
26402;oatkiller;3.07918;2
27538;antonkovalyov;45.83251;0
27556;founddrama;0.00000;0
27841;unreal;0.00000;1
29029;juandazapata;1.00000;1
31284;trevnorris;1.67210;1
51255;dylang;2.77815;0
54264;metamatt;4.00000;1
55635;firede;0.00000;2
56488;blakeembrey;0.69897;9
56518;jugglinmike;0.00000;0
114462;divdavem;2.77815;0
119026;Rendez;1.84510;0
122067;CamShaft;0.00000;0
153818;hcatlin;0.00000;0
178719;dunglas;1.77815;1
1003163;plus-;1.69897;3
421603;azylman;2.47712;0
469385;jaipandya;0.00000;0
1215312;XPYNYFDR;0.47712;0
480398;jbottigliero;1.30103;1
553933;marchaefner;1.04139;0
1384741;tylerconover;1.47712;0
1440862;YVVSGGOV;0.00000;0
1441634;danielkatz;4.60206;1
3258;thomaslee;0.00000;0
3409;dbaupp;1.20412;0
3877;stevenbenner;1.47712;1
4127;tombell;4.07918;4
4278;SteveSanderson;7.66276;0
5195;evocateur;9.04139;3
5394;gsamokovarov;9.90309;1
6065;toots;0.30103;8
6400;TooTallNate;11.73239;12
6448;jplock;0.30103;1
7082;satazor;15.02531;2
795060;RubyTuesdayDONO;2.30103;4
32689;heath;0.00000;7
34408;Nami-Doc;19.63347;2
61450;leeight;4.53148;34
62284;DreamTheater;5.84510;0
62886;romario333;0.00000;0
64326;jmatthewsr-ms;1.30103;0
64994;samsonjs;0.00000;3
65260;kud;2.30103;0
65645;alFReD-NSH;3.30103;0
65730;kanongil;0.77815;0
93402;boazsender;0.47712;1
884806;gramakri;1.30103;0
96178;trabus;1.00000;2
97449;nikhilm;0.00000;0
97851;tborg;2.47712;0
130874;gurjeet;0.00000;0
131174;enriclluelles;0.60206;5
133080;cbas;1.60206;4
920469;ILyoan;1.56820;0
136389;SuperSkunk;0.00000;8
138212;spollack;0.00000;0
168711;cobbweb;4.95424;0
977628;vanthome;2.47712;0
978481;despairblue;2.30103;5
1627694;mereskin;1.00000;6
1727283;GKJJICEE;0.00000;0
383467;existentialism;3.47712;0
506119;Caseus;0.00000;0
1240232;pnkfelix;1.00000;0
1249672;dankohn;1.30103;0
1294077;TGKJNJUJ;0.30103;0
576009;wibblymat;5.04139;0
1303686;yichoi;1.34242;0
651533;AlexDeLaCreme;0.30103;0
662831;janschlotte;1.00000;0
14005;shigeki;0.84510;2
14235;jeromegn;1.69897;1
14754;editor;0.00000;10
15859;springmeyer;3.17609;43
17715;felixge;0.00000;0
18399;vincentwoo;0.30103;1
18432;avalanche123;0.00000;0
38185;wting;0.77815;0
40291;sanxiyn;1.47712;0
40942;RafalChmiel;1.30103;11
41747;othiym23;0.47712;0
1496365;stepantubanov;1.00000;0
42831;ctalkington;6.85733;4
69606;lennym;0.00000;0
70224;TheHydroImpulse;3.47712;6
71562;qbit;0.00000;0
71596;getfatday;2.84510;0
74653;jhnns;0.00000;1
75890;kppullin;0.00000;0
75956;phawk;3.90309;0
99403;jackdbernier;1.77815;0
892610;nginz;1.30103;2
127432;terinjokes;1.00000;2
914354;bman654;7.07918;0
128750;jcarbo;1.00000;0
156946;trevorah;1.30103;0
160873;jamesallardice;0.00000;0
224280;bodokaiser;2.84510;1
228776;plorent;1.00000;1
268684;cahnory;2.30103;0
1042838;zachgersh;2.47712;1
1047417;njoyard;0.00000;0
274885;subzey;0.00000;0
326929;RobertDober;1.00000;0
1763665;SLPUGXSU;0.30103;0
1176774;owenc4a4;1.51851;0
425866;rhyzx;1.47712;2
485929;kbackowski;0.00000;1
490323;BallBearing;0.47712;1
8026;msmith;3.47712;0
8267;mikeal;13.81291;0
9076;trans;1.00000;0
9135;ibc;0.00000;0
9326;juliangruber;0.47712;9
9930;3rd-Eden;0.00000;0
10071;arian;0.30103;4
10548;zpao;0.00000;0
11075;KevM;0.00000;0
12202;caniszczyk;0.00000;0
12688;dtao;15.08991;0
13063;rogerwang;4.97772;2
24359;theoreticaLee;5.77815;0
815711;adriaanlabusc;3.47712;1
26978;jgable;2.30103;0
28589;mattrobenolt;2.60206;0
816697;shayn;0.00000;0
51996;parkr;223.67394;175
53198;mitar;0.00000;17
55661;matt-hickford;0.00000;0
55663;clutchski;0.00000;0
56013;opensas;0.00000;0
59498;ihavenoface;0.00000;0
59948;kizu;0.00000;0
848360;dhilgarth;2.93952;0
86792;medikoo;2.47712;1
1530219;kainliu;1.00000;0
116506;phated;0.00000;8
116979;st-luke;8.84510;8
117658;mcpherrinm;0.60206;3
121075;philschatz;1.00000;0
929884;nathan7;9.69897;8
931422;arianitu;0.00000;1
150366;Starefossen;0.00000;13
151032;brianmaissy;12.17609;0
154458;tori3;1.30103;5
181180;oklai;0.00000;3
185678;brysgo;1.00000;9
185801;CTAPbIuMABP;1.47712;0
1002309;up2beer;0.30103;0
257683;adunstan;2.60206;0
1072835;Kimundi;1.63347;0
2879428;briandipalma;0.00000;1
1792078;CDLDKIQJ;0.00000;0
411782;QuLogic;0.00000;0
1270198;mgrach;2.07918;0
549367;verwaest;0.00000;0
628206;MJTWPWHG;0.00000;0
693504;BIOSLTUM;0.69897;0
1441352;MDCCFJKY;0.00000;0
767220;cannona;0.00000;0
1445371;stevecraig;1.30103;0
3219;tedhorst;0.60206;0
3262;gifnksm;0.00000;0
3287;olsonjeffery;1.74036;0
3328;burg;0.00000;2
3335;veddan;0.30103;0
3535;epidemian;1.60206;1
3569;mitsuhiko;0.60206;0
3580;ben0x539;0.60206;0
3721;apasel422;14.83251;0
3730;derickbailey;46.28780;0
3871;sindresorhus;27.69897;16
4130;ralphtheninja;0.00000;32
4850;martica;0.77815;0
4875;int3;5.14613;0
5091;cowboy;25.01284;1
5132;pvorb;2.30103;8
5750;darkhelmet;0.30103;0
5993;MatthewMueller;0.00000;14
6084;guybedford;0.00000;0
6170;thomasf;0.30103;2
6284;puzrin;1.30103;0
6418;davepacheco;0.60206;0
7129;braddunbar;50.74819;0
7170;wookiehangover;17.04139;3
7906;danielgrieve;5.27875;3
31699;nuisanceofcats;1.30103;0
32322;jsw0528;0.30103;2
32799;x3ro;4.47712;1
33019;jhs;1.77815;0
33228;timmywil;0.30103;0
33276;KKWSUKME;0.00000;0
33660;knuton;0.00000;0
33962;qjcg;1.00000;5
34219;jdalton;4.46687;1
34389;aheckmann;19.60423;1
35289;MayhemYDG;2.63448;1
35468;svnlto;28.39794;2
35568;edeustace;0.30103;1
36470;joshuacc;1.30103;0
36486;paulmillr;90.46835;9
36754;molily;30.76343;3
36768;DavidSouther;3.00000;0
61111;SonicHedgehog;1.47712;0
61361;darobin;0.00000;0
62231;raganwald;1.77815;0
62617;rafaelrosafu;0.30103;0
68115;youknowone;0.84510;6
1533488;QWOUJJTP;0.00000;0
94471;deanmao;1.60206;0
94655;RUWLRHDL;0.00000;0
95746;lukateake;5.27875;1
98097;Devric;1.00000;5
131703;cmr;0.00000;0
198180;apodlaski;1.00000;2
977282;kaosdynamics;1.00000;3
201956;satyr;3.54407;0
985543;ecomfe;1.00000;0
237120;anthonymarion;0.00000;0
238122;otaviocc;0.30103;2
239142;thestinger;81.62428;0
1019212;callumlocke;1.00000;0
241280;mikkel;1.77815;4
243638;rutkovsky;0.00000;5
