id;Label;Dev;Popularity
10058;shama;4.90309;0
3122390;denar90;29.69897;0
2633113;eduardoboucas;1.00000;1
61450;leeight;4.04139;1
65645;alFReD-NSH;0.00000;0
885057;the8472;3.30103;0
127432;terinjokes;0.00000;0
3269542;jtary;4.84510;0
1093730;kyleobrien;1.30103;0
424944;git-jiby-me;1.47712;0
1179613;zincli;7.69897;0
1183289;davidcheung;5.51851;1
542667;wookoouk;2.69897;0
545307;alias-mac;0.00000;0
2446988;charmander;1.30103;0
2998984;stevokk;1.30103;0
1937524;fassetar;1.30103;0
3043875;martinkuba;1.00000;0
2539275;jacksonrayhamilton;1.60206;0
2038652;wvankuipers;0.00000;0
3555490;brismuth;1.30103;0
18371012;kevinzwh;1.30103;0
15859;springmeyer;3.07918;0
37482;t6d;2.47712;0
41747;othiym23;11.95424;0
5563845;iamchenxin;1.90309;0
74653;jhnns;0.00000;0
98618;eloyesp;1.69897;0
2131038;diegocasmo;1.00000;0
134650;Ajedi32;1.77815;0
2698441;PhilibertDugas;2.60206;0
199094;webxl;1.47712;0
242297;pmarsceill;1.00000;0
289092;sam-github;0.00000;0
2298013;codyolsen;3.77815;0
1099342;francescoinfante;1.00000;0
714605;rundis;4.60206;0
12183067;hargasinski;3.00000;1
12391305;KSVKXSRY;0.00000;0
2269;fabien;0.00000;0
2638645;jcrben;1.30103;0
48128;KenanY;1.47712;0
105988;Florian-R;0.00000;0
141888;danielsan;1.00000;0
2162240;rhendric;1.00000;0
146063;Dignifiedquire;48.54407;0
174794;rwaldron;13.47712;0
177183;ArtskydJ;0.00000;0
9478906;greenkeeperio-bot;98.98677;0
178519;pathawks;5.07918;1
347951;kruczy;0.30103;0
1160678;daattali;0.00000;0
1163370;IonicaBizau;0.30103;0
5057222;stkent;3.60206;0
505852;wesleycho;1.69897;0
1902744;ebabel-eu;1.30103;0
3940931;Nautigsam;0.00000;0
1410331;rafde;22.97772;1
3529803;tomjohnson1492;0.00000;0
2565461;crandmck;0.90309;0
3562158;LMLB;1.47712;0
1457761;paulfalgout;38.10380;1
4796;chrisdickinson;0.00000;0
6450;DirtyF;15.46240;0
1483398;clarkorz;0.00000;0
56518;jugglinmike;15.51851;0
6526852;duffn;1.84510;0
86669;mojavelinux;1.47712;0
2170748;acterHD;0.30103;0
183952;schmod;0.30103;0
7230412;AlexChesters;1.30103;0
420385;timdp;2.07918;0
468447;TheModMaker;1.30103;0
3394418;gormanb;1.00000;0
1871395;sehrope;0.00000;0
1873166;vincecoppola;0.00000;0
1256123;ivanseidel;1.69897;0
7550007;spudowiar;3.14613;1
8219640;jannyHou;10.50515;2
534595;crispgm;8.27875;3
2535079;jaybe-jekyll;0.00000;0
1423431;tsholmes;1.30103;0
9961;mhart;1.69897;0
12371;jcrugzz;9.30103;0
1488881;mdjasper;1.84510;0
35183;jasonkarns;1.77815;0
35842;TheAlphaNerd;3.77815;0
8689806;zarenner;1.47712;0
3199655;snopeks;0.00000;0
942487;ieatfood;1.00000;0
192490;knu;0.00000;0
274387;aearly;11.46240;0
4964230;tvdstaaij;1.60206;0
316671;roblg;1.60206;0
3753128;barnabycolby;1.47712;0
430974;forivall;0.47712;0
8001756;mkasberg;1.30103;0
2040602;BergWerkGIS;3.23045;0
4687833;mitsos1os;0.00000;0
16281;Crunch09;15.77815;0
17240;arantius;16.39794;0
39559;rvagg;2.07918;0
858714;Anthony-Gaudino;3.60206;0
74371;sparanoid;0.00000;0
2177662;adampetrie;1.84510;0
1656484;hairyhenderson;1.30103;0
243576;thorn0;1.00000;0
1689104;thefourtheye;2.36173;1
1058042;jrmessias;1.00000;0
337677;bojand;1.95424;0
4417214;benkroeger;2.30103;1
7974332;jonblatho;1.30103;0
453011;yous;0.00000;0
5454928;admhlt;2.47712;0
12553137;tHBp;6.14613;0
13313021;EEXCDKKD;0.90309;0
355;christkv;32.98677;0
1003;mmalecki;1.00000;0
2055019;matthew-dean;3.30103;0
6153099;sdinesh86;1.00000;0
21370;tmcw;3.77815;3
22747;XhmikosR;32.26007;1
1499229;megawac;12.62325;0
50116;christophehurpeau;1.47712;0
80816;hacksparrow;0.00000;0
106511;dylanahsmith;0.00000;0
111902;twolfson;0.00000;0
144590;maxbrunsfeld;3.60206;0
254640;captbaritone;0.00000;0
5736448;voltrevo;1.60206;0
354014;jbarreiros;1.47712;0
1163932;gabrielboucher;0.00000;0
4537773;jekyllbot;114.40654;0
1300606;fresheneesz;3.60206;0
11442002;deepakrkris;6.39794;0
30991444;FDEAOWXM;0.47712;0
3563;gkz;1.00000;0
6221;timoxley;1.00000;0
9570270;JPTDSBVI;0.00000;0
29081;mbest;0.00000;0
29240;sheerun;1.30103;0
56743;boneskull;1.47712;0
84667;avdg;0.00000;0
1530004;raymondfeng;0.00000;6
89579;agnat;0.00000;0
2138947;markelog;1.60206;0
121551;stomar;3.90309;0
937121;ayastreb;9.38021;1
2189576;hashchange;1.30103;0
1611133;msrose;1.30103;0
3234367;loay;28.33244;9
3326292;C3realGuy;4.17609;0
363215;mlocher;0.00000;0
1261618;ZDroid;2.30103;0
6095414;clickclickonsal;1.30103;0
742062;andalm;1.60206;0
821979;tomtau;1.00000;0
33226;aaronjensen;1.60206;0
36486;paulmillr;22.63347;0
36754;molily;0.00000;0
7637875;sstern6;4.00000;0
851902;lydell;0.00000;0
92456;Sitebase;1.30103;0
98179;lholmquist;1.47712;0
1558272;kenny-evitt;5.77815;4
122613;fulldecent;0.00000;0
128588;indutny;1.69897;0
1566076;guoxiangyang;1.30103;0
162080;jeffkole;3.60206;0
231597;scott-w;27.83251;0
3701394;DOSarrest;3.47712;0
6607258;ambrt;0.00000;0
275615;ceejbot;0.00000;0
1049755;dotch;3.47712;0
318560;swang;1.00000;0
320632;eugeneius;1.47712;0
1724003;misterbyrne;4.77815;0
4971676;Strangehill;1.00000;1
2375205;addaleax;6.74819;2
1883489;wmbutler;1.30103;0
5124135;MKXHCRSY;1.47712;0
2490294;matibek;0.00000;0
6425644;mariiapaniutina;1.30103;0
1438201;AGallouin;5.34242;0
2595482;seven-phases-max;0.00000;0
15352083;ForsakenHarmony;1.47712;0
20392502;ashmaroli;40.45484;20
22773494;sonalisam;1.62325;0
16162;iarna;35.31806;0
44006;callumacrae;1.30103;0
1538811;sbauer322;11.62325;1
10409771;gunjpan;6.51851;0
199341;danielcompton;0.00000;0
2232847;Nicop06;1.30103;0
2793942;valueof;1.30103;0
1053056;ahumphreys87;22.23045;0
7204010;SteveVanOpstal;2.47712;0
7264930;vitaly-t;1.47712;0
3886384;abenhamdine;0.30103;0
631909;ethomson;1.30103;1
1343943;richardpringle;9.95424;0
7346761;kantharia;1.00000;0
710064;chadnickbok;2.11394;0
12223318;steveren;4.77815;0
995;isaacs;20.39794;0
811626;janekptacijarabaci;14.49136;0
48259;jakesjews;2.47712;0
49070;laverdet;1.77815;0
2657652;herenow;2.90309;0
78591;Mouvedia;1.00000;0
78768;LinusU;0.00000;0
79368;vladikoff;13.77815;0
81358;leebyron;0.60206;0
3668222;nfcopier;0.00000;0
207320;azatoth;2.60206;0
212634;wyuenho;0.00000;0
6940115;paladox;0.00000;0
348960;ftdebugger;0.00000;0
1740036;SimenB;0.00000;0
3318137;superkhau;63.07188;30
5022877;anthonyettinger;2.00000;0
9252892;pponugo;1.84510;0
7780376;bd82;5.43136;0
579965;vohedge;1.00000;0
6468;otakustay;0.00000;0
27544;aredridel;0.00000;0
51996;parkr;52.22531;221
52280;ritch;0.00000;0
53682;tekwiz;1.69897;0
6201889;cchorn;1.30103;0
150850;jridgewell;0.00000;0
933376;vkarpov15;3.47712;0
307037;mkrufky;1.30103;0
1077297;stevecheckoway;6.07918;1
10287794;mgol;0.00000;0
2363596;levithomason;6.68124;0
8783045;PFAHNAHU;0.00000;0
483067;fw42;4.69897;0
606932;bazineta;3.77815;0
3028929;cervengoc;3.77815;0
2524838;shvaikalesh;23.90309;4
8648;brianc;9.00000;0
9215;rmg;3.32222;1
9551;awood;2.51851;0
10903;palmerj3;3.00000;0
12372;alexindigo;1.30103;0
34383;benbalter;16.73239;30
35719;maksimr;0.00000;0
63897;envygeeks;4.20412;42
67859;Mithgol;0.00000;0
883111;yorkie;5.30103;0
7885550;mxstbr;1.77815;0
884982;es128;1.00000;0
4130694;ex1st;0.30103;0
10268365;TVQJSDJR;0.69897;0
2291919;wuchangming;0.00000;0
3303742;mrbatista;0.00000;0
375000;131;1.95424;0
2895339;Setogit;3.60206;0
3846697;mertkahyaoglu;1.47712;0
690113;mickaeltr;1.30103;0
692051;Volune;3.30103;0
693356;kay-kim;2.47712;0
6772184;Amir-61;78.32634;28
697400;jouke;0.00000;0
11387262;Dam-ien;1.60206;0
98795;shreeve;1.47712;0
102486;kainjow;4.69897;0
915982;svachmic;1.00000;0
133738;AsaAyers;3.47712;0
165377;tjoyal;0.00000;0
166646;SirR4T;1.00000;0
7158206;legodude17;1.77815;4
240517;cycomachead;2.00000;0
6611460;zkat;37.35025;1
289115;Evulse;4.11394;0
462474;bajtos;178.54900;99
10734523;CaselIT;0.00000;0
1394994;gerardorn;1.00000;0
3053240;etsuo;4.04139;3
6109298;yavorsky;1.47712;0
208;alexgorbatchev;1.00000;0
2782;hubot;6.90309;0
3080;creationix;1.69897;0
21480;nhoizey;1.30103;0
48639;chrisfinazzo;15.11394;1
49661;bcoe;0.00000;0
83501;larsw;1.30103;0
83969;STRML;1.47712;0
6215207;gibfahn;1.60206;0
1601746;pushrax;0.00000;0
3213013;Hirse;1.30103;0
985857;watilde;9.54407;0
247369;RasCarlito;1.60206;0
1703942;jonnyarnold;1.60206;0
10034957;0candy;43.29003;2
4484948;MertcanGokgoz;1.00000;0
573846;PengXing;0.00000;0
2517524;Kwokfu;1.77815;0
3533889;Arkni;1.47712;0
779141;caitp;0.00000;0
4553;szimek;1.69897;0
7125;jashkenas;3.30103;0
7144;philfreo;0.00000;0
8667595;dschaller;1.47712;0
2075011;PeterDaveHello;1.30103;0
30172;Contra;1.30103;0
1507690;autopulated;1.47712;0
8696808;alanyee;0.30103;0
930122;cchamberlain;1.47712;0
150604;mandric;2.00000;0
152773;kahwee;1.00000;0
257713;predhme;1.30103;0
259551;Justineo;2.47712;0
1039573;briman0094;3.60206;0
303872;akre54;0.00000;0
1792584;chestnutchen;1.30103;0
1259391;horiaradu;2.25527;0
603341;supasate;0.69897;0
681238;hoegaarden;1.30103;0
