id;Label;Dev;Popularity
9122;jerem;0.60206;0
9272;lucagrulla;1.30103;0
9423;Turbo87;4.47712;2
10044;indexzero;2.59106;11
10058;shama;1.30103;13
10108;shancat;1.60206;0
34825;Soleone;6.77815;0
36496;itrelease;4.47712;1
36749;highergroundstudio;0.00000;2
51722;mickele;0.69897;0
56518;jugglinmike;1.30103;0
59459;ampt;0.30103;1
59827;funglaub;0.00000;1
79298;timruffles;1.30103;1
82774;wereHamster;4.60206;0
83425;csainty;0.90309;0
99203;NSError;3.47712;3
124338;mjor;0.95424;0
124574;itay;0.47712;2
127146;souldreamer;3.60206;0
159537;kompiro;5.69897;3
193463;nmanzi;1.30103;0
275752;PYFRFYFM;0.47712;0
1124297;gnowoel;0.00000;0
445720;queue-;1.93952;0
449849;EUKKBOTY;0.00000;0
483508;roman-yepishev;3.77815;0
13753;kmiyashiro;2.00000;0
14005;shigeki;1.50515;0
14637;mklabs;4.84510;4
15859;springmeyer;0.90309;45
17413;chjj;1.77815;4
17597;jesusabdullah;4.00000;4
17713;MNNGTLVL;0.00000;0
17714;zzzaaa;0.00000;0
17715;felixge;4.07918;0
17882;deedubs;0.47712;3
18214;tedeh;1.00000;0
18432;avalanche123;1.00000;56
37800;masylum;0.00000;2
37919;chrisleishman;5.84510;0
38854;rbxbx;1.00000;2
42130;Hello71;0.30103;0
44555;nagyv;3.69897;0
138512;MGOFWMFQ;0.60206;0
138910;innoying;1.00000;2
292833;QNRFIVEQ;0.30103;0
603185;YIYBXWEM;0.00000;0
606860;kengregson;0.30103;0
749250;GRUEUEWH;0.00000;0
749383;JTGWPCSN;0.00000;0
753631;havana59er;1.30103;0
3191;yeahwhatever;0.47712;0
3256;ianbollinger;1.30103;0
3258;thomaslee;0.30103;6
3306;mernen;0.30103;0
3473;Lenny222;0.84510;0
3590;abossard;1.00000;0
3626;sghill;0.69897;4
3860;lukaszkorecki;1.00000;5
3876;wagenet;0.00000;0
3941;joliss;5.90309;0
4278;SteveSanderson;7.90309;0
4360;mikeseven;0.77815;0
5546;simonz05;1.00000;4
6083;eladb;2.00000;0
6216;sdqali;1.30103;0
6400;TooTallNate;40.51455;30
6448;jplock;0.30103;1
24431;neonstalwart;4.30103;4
27538;antonkovalyov;10.25527;0
27572;istvan-antal;1.00000;0
29128;zzak;1.47712;4
31334;kchmck;6.23045;0
65576;davidcornu;0.30103;0
65644;Sheile;1.00000;0
65645;alFReD-NSH;1.00000;3
84498;jamesottaway;0.00000;0
85497;GGJELPED;0.30103;0
89896;teppeis;0.00000;3
92251;enure;2.30103;0
113176;cjroebuck;1.00000;3
131189;mrb;0.00000;1
134665;kaineer;1.00000;0
136521;dylon;0.00000;0
168391;vinc;0.00000;2
282056;evanderkoogh;0.00000;0
288021;sjz;1.60206;0
373055;FMVTTIWO;0.00000;0
434437;KEDVLSFI;0.77815;0
451267;tchollingsworth;1.60206;0
461361;CMIKOURD;0.00000;0
461364;CTXYUMKP;0.30103;0
1282113;kud1ing;0.95424;0
617;brianloveswords;1.30103;5
869;brson;7.99300;0
1001;philips;3.47712;28
1954;visionmedia;49.54900;1
2891;fzzzy;0.47712;3
2904;goatslacker;21.53148;15
2957;tychosci;1.00000;0
2988;elly;0.69897;1
3057;kevina;1.75587;0
3074;grahame;0.90309;2
3088;rwldrn;2.60206;1
3106;oconnor0;0.00000;1
18564;AvianFlu;9.53148;35
18616;DanielBaulig;0.90309;1
18800;jstewmon;8.77815;0
20838;fb3;0.00000;0
22359;TrevorBurnham;0.95424;0
22909;fabiomcosta;1.30103;31
23614;imathis;8.77815;0
45621;andrewjstone;2.00000;4
48399;dinny;1.00000;1
71562;qbit;3.30103;4
72164;h4rry;1.60206;8
72681;QGDVRMBY;0.00000;0
96026;apeace;0.00000;1
96077;paulwe;0.30103;3
119026;Rendez;1.00000;0
8078;daneharrigan;0.00000;0
8648;brianc;10.32222;0
8898;ixti;1.00000;1
9280;simensen;1.60206;0
9281;nfm;2.30103;0
9333;Benvie;4.84510;5
11037;jzaefferer;6.60206;0
12005;thatmarvin;0.30103;0
12158;moredip;0.00000;0
12255;lxb;0.30103;1
12943;treyhunner;1.77815;6
13094;csnover;0.30103;0
32730;lukekarrys;2.30103;6
32731;robertkowalski;4.30103;4
33432;zaphod1984;6.61278;2
54189;kolbyjack;0.30103;2
55576;codelahoma;0.30103;2
