Target;Source;Type;
2562901;10;directed;
3254200;10;directed;
20838;102;directed;
20838;109;directed;
20838;166;directed;
1397211;208;directed;
97776;303;directed;
955138;303;directed;
1163370;465;directed;
1397211;465;directed;
1397211;617;directed;
1397211;651;directed;
1464506;651;directed;
2920633;651;directed;
1397211;733;directed;
1397211;869;directed;
1736164;869;directed;
1397211;962;directed;
1568;963;directed;
992;974;directed;
6442;974;directed;
9521;979;directed;
934572;986;directed;
1787951;986;directed;
1397211;992;directed;
20838;995;directed;
54227;995;directed;
117586;995;directed;
209504;995;directed;
1092224;995;directed;
1787951;995;directed;
1841124;995;directed;
1397211;1003;directed;
955138;1005;directed;
1397211;1194;directed;
1417787;1199;directed;
1482078;1199;directed;
1397211;1703;directed;
2391;1779;directed;
100212;1779;directed;
750667;1779;directed;
934572;1779;directed;
1787951;1779;directed;
4810;1831;directed;
31245;1831;directed;
228648;1831;directed;
1397211;1887;directed;
1724053;1934;directed;
18570;1954;directed;
25472;1954;directed;
36590;1954;directed;
39495;1954;directed;
95312;1954;directed;
184862;1954;directed;
855051;1954;directed;
934572;1954;directed;
936750;1954;directed;
1092224;1954;directed;
1639432;1954;directed;
1787951;1954;directed;
1841124;1954;directed;
651;1980;directed;
955138;2077;directed;
1736164;2080;directed;
60188;2084;directed;
1397211;2198;directed;
20838;2229;directed;
1017115;10;directed;
1397211;10;directed;
951697;208;directed;
1787951;303;directed;
2562901;304;directed;
61224;355;directed;
11987;465;directed;
284040;465;directed;
877180;617;directed;
877180;686;directed;
1787951;686;directed;
17413;856;directed;
54973;862;directed;
105574;869;directed;
877180;869;directed;
17871;896;directed;
1017115;896;directed;
1397211;896;directed;
23250;963;directed;
36468;963;directed;
52280;963;directed;
1017115;963;directed;
1397211;963;directed;
1397211;964;directed;
1144421;979;directed;
877180;986;directed;
23250;995;directed;
124977;995;directed;
862366;995;directed;
955138;995;directed;
1017115;995;directed;
7858;109;directed;
1123203;208;directed;
140859;355;directed;
877180;388;directed;
13358;465;directed;
960089;465;directed;
1787951;465;directed;
1787951;651;directed;
1787951;733;directed;
2207678;733;directed;
877180;872;directed;
877180;10;directed;
1787951;10;directed;
1724053;208;directed;
465;303;directed;
1464506;303;directed;
1397211;355;directed;
5013455;465;directed;
955138;651;directed;
1007334;823;directed;
116979;856;directed;
1017115;869;directed;
1465156;869;directed;
1787951;2738;directed;
2571932;2738;directed;
68067;2808;directed;
1397211;2891;directed;
97914;2988;directed;
20838;2990;directed;
60188;3020;directed;
75324;3080;directed;
1787951;3142;directed;
14130;3161;directed;
877180;3179;directed;
1017115;3179;directed;
2259;3344;directed;
20838;3344;directed;
69114;3460;directed;
1163370;3575;directed;
1736164;3595;directed;
870467;3662;directed;
1680763;3662;directed;
101551;3741;directed;
148069;3741;directed;
1397211;3741;directed;
1200952;3750;directed;
1397211;3750;directed;
80874;3871;directed;
877180;1001;directed;
877180;1003;directed;
873;1199;directed;
34369;1199;directed;
44131;1199;directed;
425866;1199;directed;
988004;1199;directed;
1397211;1199;directed;
1464506;1199;directed;
934572;3871;directed;
1792584;3871;directed;
20838;3876;directed;
20838;3892;directed;
140494;3892;directed;
1787951;3892;directed;
358838;3909;directed;
20838;3917;directed;
934572;4096;directed;
1501167;4096;directed;
55621;4130;directed;
73060;4203;directed;
36496;4875;directed;
20838;4896;directed;
20838;4912;directed;
9199;5009;directed;
29240;5091;directed;
80874;5091;directed;
865561;5091;directed;
877180;5101;directed;
1284259;5101;directed;
937121;5274;directed;
1464506;5274;directed;
108060;963;directed;
877180;963;directed;
1260644;963;directed;
36468;974;directed;
877180;974;directed;
11987;979;directed;
31353;979;directed;
2562901;979;directed;
11987;986;directed;
959451;986;directed;
988004;986;directed;
1397211;986;directed;
1464506;986;directed;
144309;995;directed;
197585;995;directed;
818343;995;directed;
988004;995;directed;
1260644;995;directed;
1397211;995;directed;
1464506;995;directed;
2562901;995;directed;
1009782;872;directed;
1397211;872;directed;
1736164;872;directed;
76103;896;directed;
101551;896;directed;
883111;963;directed;
355;974;directed;
1397211;974;directed;
931183;979;directed;
1621426;979;directed;
1787951;979;directed;
6442;986;directed;
31977;986;directed;
955138;986;directed;
11961;995;directed;
29402;995;directed;
97776;995;directed;
877180;995;directed;
2920633;1199;directed;
20838;1558;directed;
523869;1564;directed;
1089066;1564;directed;
1397211;1564;directed;
11978;1565;directed;
19532;1565;directed;
1397211;1565;directed;
877180;1569;directed;
3049;1779;directed;
174847;1779;directed;
955138;1779;directed;
1078132;1779;directed;
1284259;1779;directed;
2198;1003;directed;
2907;1145;directed;
1397211;1145;directed;
197585;1161;directed;
95312;1199;directed;
877180;1199;directed;
955138;1199;directed;
1017115;1199;directed;
1315922;1199;directed;
3254200;1199;directed;
3133011;995;directed;
6442;1003;directed;
1001;1076;directed;
93962;1199;directed;
103131;1199;directed;
228648;1199;directed;
670205;1199;directed;
959451;1199;directed;
1787951;1199;directed;
2562901;1199;directed;
3474264;1199;directed;
1787951;1564;directed;
20838;1565;directed;
1787951;1565;directed;
483067;1772;directed;
51996;1779;directed;
89921;1779;directed;
122203;1779;directed;
877180;1779;directed;
930081;1779;directed;
1168849;1779;directed;
1260644;1779;directed;
3254200;1779;directed;
80;1831;directed;
17903;1831;directed;
34389;1831;directed;
955138;1831;directed;
23250;1900;directed;
100212;1900;directed;
120905;1900;directed;
288793;1900;directed;
1464506;1900;directed;
1464506;1934;directed;
61450;1954;directed;
1397211;1554;directed;
1787951;1569;directed;
959451;1779;directed;
975712;1779;directed;
1034537;1779;directed;
1168877;1779;directed;
1200952;1779;directed;
1397211;1779;directed;
1459188;1779;directed;
1464506;1779;directed;
2562901;1779;directed;
2920633;1779;directed;
4130;1831;directed;
670205;1831;directed;
877180;1831;directed;
1787951;1831;directed;
29482;1900;directed;
35300;1900;directed;
959451;1900;directed;
877180;1912;directed;
20838;1934;directed;
1787951;1934;directed;
22383;1954;directed;
163235;1954;directed;
877180;1954;directed;
1459188;1954;directed;
12032;2001;directed;
545;2017;directed;
1465156;2078;directed;
1397211;2084;directed;
9333;2738;directed;
946500;2738;directed;
63463;1831;directed;
988004;1831;directed;
1397211;1831;directed;
3474264;1831;directed;
51996;1900;directed;
16065;1954;directed;
23250;1954;directed;
136392;1954;directed;
244119;1954;directed;
292256;1954;directed;
935904;1954;directed;
955138;1954;directed;
1397211;1975;directed;
1736164;1975;directed;
877180;2029;directed;
80874;2069;directed;
169008;2077;directed;
1397211;2077;directed;
1787951;2084;directed;
1397211;2093;directed;
18564;2198;directed;
877180;2198;directed;
3254200;2198;directed;
36468;2808;directed;
127044;2854;directed;
1787951;2904;directed;
877180;2808;directed;
1736164;2988;directed;
3968152;3080;directed;
1736164;3541;directed;
22748;3556;directed;
818343;1954;directed;
959451;1954;directed;
988004;1954;directed;
1200952;1954;directed;
1397211;1954;directed;
1464506;1954;directed;
1465156;1975;directed;
873;1979;directed;
1397211;1979;directed;
1397211;1981;directed;
545;2024;directed;
60188;2069;directed;
3049;2077;directed;
1168849;2077;directed;
1017115;2078;directed;
1399149;2084;directed;
1660737;2084;directed;
1003;2198;directed;
1397211;2738;directed;
1397211;2808;directed;
3460;2904;directed;
1465156;2939;directed;
134724;3080;directed;
946500;3080;directed;
1092224;3080;directed;
1397211;3080;directed;
1464506;3080;directed;
2920633;3080;directed;
18894;3088;directed;
23402;3088;directed;
63463;3088;directed;
95446;3088;directed;
41478;3142;directed;
48328;3142;directed;
1397211;3179;directed;
1397211;3328;directed;
34369;3448;directed;
1397211;3497;directed;
89643;3556;directed;
1254656;3563;directed;
1226634;3569;directed;
1553994;3569;directed;
5668252;3569;directed;
1397211;3622;directed;
4541;3631;directed;
936750;3662;directed;
80874;3750;directed;
16065;3871;directed;
163430;3871;directed;
190180;3871;directed;
374872;3871;directed;
1078132;3871;directed;
1261618;3871;directed;
1397211;3871;directed;
2920633;3871;directed;
83280;2904;directed;
197426;2907;directed;
955138;2994;directed;
877180;3080;directed;
955138;3080;directed;
168941;3082;directed;
86889;3088;directed;
7858;3142;directed;
1397211;3142;directed;
877180;3448;directed;
104633;3563;directed;
1397211;3569;directed;
48328;3595;directed;
1397211;3730;directed;
936750;3871;directed;
959451;3871;directed;
1417787;3871;directed;
1787951;3871;directed;
1841124;3871;directed;
208892;3892;directed;
248243;3892;directed;
1260644;3892;directed;
1459188;3892;directed;
7858;3941;directed;
1397211;3941;directed;
1397211;4073;directed;
877180;4096;directed;
1787951;4096;directed;
8259;4796;directed;
877180;4796;directed;
2019827;3569;directed;
951697;3730;directed;
1787951;3741;directed;
103131;3871;directed;
213985;3871;directed;
576009;3871;directed;
877180;3871;directed;
930081;3871;directed;
931183;3871;directed;
951697;3871;directed;
955138;3871;directed;
1053056;3871;directed;
1260644;3871;directed;
1284259;3871;directed;
1459188;3871;directed;
1464506;3871;directed;
2562901;3871;directed;
3254200;3871;directed;
32414;3892;directed;
1724053;3917;directed;
20838;3941;directed;
1787951;4073;directed;
955138;4096;directed;
1017115;4096;directed;
1144421;4096;directed;
1397211;4096;directed;
1397211;4130;directed;
1017115;4796;directed;
20838;5009;directed;
3254200;4796;directed;
1397211;5009;directed;
2920633;5009;directed;
1397211;5091;directed;
733;5101;directed;
12744;5101;directed;
852557;5101;directed;
959451;5101;directed;
1787951;5101;directed;
2562901;5101;directed;
955138;5305;directed;
315393;3892;directed;
937121;3892;directed;
988004;3892;directed;
1144421;3892;directed;
1168877;3892;directed;
1269147;3892;directed;
1397211;3892;directed;
1409265;3892;directed;
20838;3909;directed;
955138;3941;directed;
1787951;3941;directed;
955138;4073;directed;
838513;4096;directed;
1409265;4096;directed;
2562901;4096;directed;
877180;4130;directed;
1017115;4541;directed;
1397211;4796;directed;
19532;4896;directed;
1787951;5009;directed;
18894;5091;directed;
20993;5091;directed;
934669;5091;directed;
1168877;5091;directed;
1787951;5091;directed;
11987;5101;directed;
116979;5101;directed;
1397211;5101;directed;
1464506;5101;directed;
2920633;5101;directed;
116506;5305;directed;
877180;5305;directed;
6221;5728;directed;
65645;5823;directed;
1397211;5728;directed;
1787951;5800;directed;
1284259;5823;directed;
49123;5920;directed;
1397211;5993;directed;
109653;6059;directed;
5993;6221;directed;
23402;6240;directed;
934572;6240;directed;
935904;6240;directed;
955138;6240;directed;
975712;6240;directed;
1284259;6240;directed;
934669;5009;directed;
1260644;5009;directed;
281338;5091;directed;
877180;5091;directed;
955138;5091;directed;
975712;5091;directed;
1724053;5091;directed;
51996;5101;directed;
101551;5101;directed;
1168849;5101;directed;
1397211;5305;directed;
1464506;5305;directed;
19532;5823;directed;
877180;5823;directed;
75324;5920;directed;
1787951;5993;directed;
1397211;6221;directed;
1553994;6235;directed;
4073;6240;directed;
123353;6240;directed;
672725;6240;directed;
877180;6240;directed;
948315;6240;directed;
1053056;6240;directed;
1132538;6240;directed;
1260644;6240;directed;
1459188;6240;directed;
1464506;6240;directed;
3254200;6240;directed;
5013455;6240;directed;
41478;6258;directed;
174847;6258;directed;
1787951;6288;directed;
1397211;6396;directed;
6987;6400;directed;
877180;6400;directed;
1260644;6400;directed;
1482078;6400;directed;
958243;5823;directed;
1397211;5823;directed;
1464506;5823;directed;
1397211;6084;directed;
80874;6221;directed;
186771;6240;directed;
374872;6240;directed;
1017115;6240;directed;
1787951;6240;directed;
1954;6258;directed;
63689;6258;directed;
877180;6258;directed;
1168849;6258;directed;
2207678;6258;directed;
1200952;6288;directed;
1397211;6288;directed;
1327;6400;directed;
6442;6400;directed;
877180;6408;directed;
934572;6599;directed;
2562901;6599;directed;
934669;6987;directed;
1787951;6987;directed;
3254200;6987;directed;
20838;7125;directed;
2562901;7125;directed;
3750;7142;directed;
6288;7142;directed;
2907;7182;directed;
1397211;7182;directed;
1553994;7182;directed;
20838;7526;directed;
5993;6258;directed;
12744;6258;directed;
24569;6258;directed;
1787951;6258;directed;
877180;6288;directed;
1397211;6400;directed;
1017115;6408;directed;
1397211;6409;directed;
108060;6418;directed;
1397211;6418;directed;
936750;6442;directed;
1459188;6443;directed;
103131;6468;directed;
9984;6599;directed;
955138;6599;directed;
1787951;6599;directed;
1260644;6986;directed;
877180;7058;directed;
686;7095;directed;
809468;7125;directed;
1062834;7125;directed;
1464506;7125;directed;
2562901;7131;directed;
1464506;7858;directed;
1397211;8042;directed;
1459188;8042;directed;
48328;8073;directed;
20838;8150;directed;
1724053;7987;directed;
1163370;8042;directed;
21653;8150;directed;
988004;8150;directed;
1397211;8150;directed;
1464506;8150;directed;
6221;8209;directed;
1787951;8209;directed;
3620;8267;directed;
23250;8267;directed;
117586;8267;directed;
818343;8267;directed;
1017115;8267;directed;
1397211;8267;directed;
1464506;8267;directed;
1397211;8335;directed;
877180;7122;directed;
2562901;7122;directed;
730774;7125;directed;
935904;7125;directed;
1397211;7125;directed;
1660737;7125;directed;
2920633;7125;directed;
5668252;7264;directed;
20838;7546;directed;
20838;7987;directed;
877180;8042;directed;
1787951;8150;directed;
19532;8174;directed;
23250;8209;directed;
1397211;8209;directed;
1787951;8267;directed;
1315922;8648;directed;
6500140;8648;directed;
1724053;8931;directed;
116979;8961;directed;
877180;9215;directed;
8898;9236;directed;
29482;9236;directed;
51996;9236;directed;
76103;9236;directed;
958243;9236;directed;
955138;9326;directed;
955138;9577;directed;
465;9779;directed;
1397211;9779;directed;
116441;9888;directed;
31977;9930;directed;
1017115;9930;directed;
1397211;9930;directed;
31977;10044;directed;
951697;10044;directed;
10488;10058;directed;
42831;10058;directed;
865561;10058;directed;
955138;10227;directed;
856;10488;directed;
9326;10488;directed;
18930;10488;directed;
42527;10488;directed;
195009;8898;directed;
136392;8902;directed;
1017115;8902;directed;
1397211;8902;directed;
4130;8925;directed;
4568;8938;directed;
862366;8952;directed;
60188;9236;directed;
97533;9236;directed;
523869;9236;directed;
967595;9236;directed;
1397211;9236;directed;
1464506;9236;directed;
1553994;9236;directed;
877180;9326;directed;
877180;10488;directed;
931183;10488;directed;
1787951;10488;directed;
1397211;10548;directed;
1009782;10566;directed;
1397211;10933;directed;
20993;11037;directed;
1465156;11429;directed;
1397211;11938;directed;
936750;11961;directed;
71957;11967;directed;
1787951;11978;directed;
465;12202;directed;
9364;12294;directed;
1397211;12688;directed;
1787951;13063;directed;
24431;13094;directed;
60188;9333;directed;
4568;9521;directed;
733;9779;directed;
18894;9779;directed;
143713;9779;directed;
228648;9779;directed;
670205;9779;directed;
1841124;9779;directed;
244716;9886;directed;
50522;9888;directed;
95312;10044;directed;
877180;10044;directed;
1724053;10058;directed;
1459188;10108;directed;
7858;8174;directed;
55621;8209;directed;
9326;8267;directed;
41738;8267;directed;
857362;8267;directed;
877180;8267;directed;
1459188;8267;directed;
3133011;8267;directed;
20838;8814;directed;
1092224;8902;directed;
931183;8912;directed;
1199;8925;directed;
12371;8925;directed;
465;13358;directed;
56488;13395;directed;
877180;13395;directed;
3254200;13395;directed;
75324;13524;directed;
1397211;13524;directed;
1397211;13691;directed;
141264;14005;directed;
23402;14637;directed;
117190;14765;directed;
877180;14765;directed;
877180;10227;directed;
955138;10488;directed;
1811315;10488;directed;
1787951;10548;directed;
1397211;10674;directed;
1397211;11961;directed;
1397211;11978;directed;
1017115;12026;directed;
1397211;12662;directed;
2562901;12688;directed;
82258;13063;directed;
1017115;13063;directed;
1278719;13063;directed;
1397211;13063;directed;
1464506;13063;directed;
6442;13395;directed;
1017115;13395;directed;
1397211;13417;directed;
6221;13524;directed;
30908;14144;directed;
877180;14154;directed;
3604;14235;directed;
5008;14235;directed;
1397211;14403;directed;
1176774;14765;directed;
937121;14955;directed;
20838;15030;directed;
103078;15341;directed;
960089;15721;directed;
1397211;15740;directed;
877180;16162;directed;
51996;16480;directed;
1092224;16507;directed;
1397211;16507;directed;
1465156;15341;directed;
1397211;16065;directed;
960089;16480;directed;
83280;16647;directed;
20838;17141;directed;
1787951;17141;directed;
930081;17031;directed;
48296;17141;directed;
1736164;17141;directed;
80;17374;directed;
426100;17597;directed;
12780;17715;directed;
129489;17715;directed;
877180;17716;directed;
1017115;17759;directed;
1269147;17759;directed;
1397211;17759;directed;
5993;17903;directed;
9931;8931;directed;
19532;8931;directed;
1397211;8931;directed;
1464506;8931;directed;
36705;8961;directed;
3474264;9090;directed;
1260644;9262;directed;
36568;9280;directed;
75324;9326;directed;
1397211;9326;directed;
1464506;9326;directed;
6400;9333;directed;
49123;9333;directed;
80874;9577;directed;
22743;9779;directed;
239132;17597;directed;
1397211;17684;directed;
19076;17715;directed;
955138;17715;directed;
1017115;17715;directed;
1397211;18021;directed;
1397211;18188;directed;
2920633;18556;directed;
2198;18564;directed;
1092224;18432;directed;
80874;18556;directed;
1792584;18556;directed;
1397211;18564;directed;
877180;18719;directed;
883111;18787;directed;
955138;18992;directed;
955138;19076;directed;
1787951;19455;directed;
23180;19844;directed;
877180;20157;directed;
1397211;20165;directed;
1399149;20180;directed;
2;20838;directed;
303;21525;directed;
1397211;21922;directed;
1724053;22041;directed;
100212;22359;directed;
60188;22907;directed;
80584;22907;directed;
168346;22907;directed;
1464506;22907;directed;
728224;23250;directed;
1787951;23250;directed;
934572;23402;directed;
1787951;23402;directed;
51996;23614;directed;
1501167;24233;directed;
20838;24573;directed;
809468;24612;directed;
1397211;25165;directed;
1787951;25655;directed;
42533;18930;directed;
18689;19076;directed;
955138;19455;directed;
1397211;19455;directed;
955138;20157;directed;
1397211;20157;directed;
10058;20165;directed;
877180;20180;directed;
1260644;20180;directed;
6500140;20180;directed;
1787951;26243;directed;
20838;26395;directed;
72902;26395;directed;
1397211;27454;directed;
83280;27538;directed;
185922;27538;directed;
877180;27544;directed;
3812576;27550;directed;
1397211;27553;directed;
1787951;27561;directed;
31977;28405;directed;
1397211;28405;directed;
31977;29055;directed;
20838;29235;directed;
1397211;29240;directed;
20838;29285;directed;
934572;9779;directed;
2920633;9858;directed;
877180;9930;directed;
168856;9931;directed;
1397211;10044;directed;
16065;10058;directed;
44490;10058;directed;
1397211;10058;directed;
23402;10227;directed;
1787951;10227;directed;
96180;10480;directed;
877180;21532;directed;
20838;22041;directed;
3556;22748;directed;
29662;22907;directed;
228648;22907;directed;
1092224;23250;directed;
1397211;23250;directed;
1459188;23250;directed;
3620;23402;directed;
1260644;23402;directed;
1397211;23402;directed;
108545;23579;directed;
1397211;24204;directed;
877180;29482;directed;
1163370;29482;directed;
955138;30172;directed;
23401;30476;directed;
1787951;30720;directed;
987928;30741;directed;
877180;31284;directed;
1261618;31817;directed;
1397211;31817;directed;
144864;32592;directed;
9886;33019;directed;
1397211;33019;directed;
877180;24424;directed;
1787951;24612;directed;
163533;25489;directed;
1397211;25489;directed;
955138;25655;directed;
1397211;26107;directed;
1397211;26243;directed;
2920633;26243;directed;
931183;26463;directed;
3254200;26463;directed;
44295;26775;directed;
1397211;27544;directed;
1397211;27561;directed;
83280;27593;directed;
1397211;28063;directed;
2132390;28395;directed;
5013455;34369;directed;
988004;34389;directed;
1397211;34389;directed;
1399149;34389;directed;
955138;34854;directed;
1017115;35289;directed;
1261618;35842;directed;
1397211;35842;directed;
1397211;36462;directed;
56488;36486;directed;
1787951;36486;directed;
67864;10488;directed;
670205;10488;directed;
934337;10488;directed;
877180;10548;directed;
1260644;10548;directed;
1078132;10967;directed;
8042;11471;directed;
97533;11471;directed;
1397211;11471;directed;
1397211;11671;directed;
955138;11961;directed;
80874;11978;directed;
1787951;28405;directed;
1736164;28798;directed;
1397211;29235;directed;
1787951;29240;directed;
955138;29362;directed;
302049;30172;directed;
1464506;30172;directed;
3254200;30172;directed;
1397211;30720;directed;
195009;32255;directed;
1397211;36560;directed;
2920633;36560;directed;
20838;36688;directed;
1397211;36729;directed;
20838;36754;directed;
6091;38768;directed;
4130;39559;directed;
877180;39559;directed;
278127;40011;directed;
877180;40011;directed;
1787951;40011;directed;
1787951;5305;directed;
20838;5823;directed;
165602;5823;directed;
1787951;5823;directed;
955138;5862;directed;
3750;5993;directed;
80874;5993;directed;
4130;6221;directed;
877180;6221;directed;
1092224;12662;directed;
877180;13063;directed;
955138;13063;directed;
1184931;13063;directed;
20838;13321;directed;
209262;13395;directed;
959451;13395;directed;
1397211;13395;directed;
1464506;13395;directed;
955138;13524;directed;
210177;13567;directed;
823;14130;directed;
955138;14144;directed;
670205;33018;directed;
12371;33019;directed;
1199;33035;directed;
1459188;33228;directed;
937121;34383;directed;
959451;34389;directed;
1168877;34389;directed;
1787951;34389;directed;
3474264;34389;directed;
877180;34854;directed;
1397211;34967;directed;
23150;6240;directed;
36752;6240;directed;
78608;6240;directed;
209262;6240;directed;
420385;6240;directed;
959451;6240;directed;
1168877;6240;directed;
1200952;6240;directed;
1397211;6240;directed;
1660737;6240;directed;
2920633;6240;directed;
11987;6258;directed;
1397211;6258;directed;
80874;6288;directed;
877180;6396;directed;
1397211;42527;directed;
26107;44147;directed;
955138;44896;directed;
1397211;45569;directed;
41478;45647;directed;
163235;45647;directed;
877180;45941;directed;
1397211;48128;directed;
2562901;49123;directed;
1242407;50638;directed;
1397211;14154;directed;
4568;14613;directed;
1397211;14765;directed;
877180;14955;directed;
955138;14955;directed;
1787951;14955;directed;
29662;15341;directed;
374872;15716;directed;
1397211;16162;directed;
951697;16507;directed;
953285;35343;directed;
1168849;35437;directed;
4568;36486;directed;
75324;36486;directed;
1397211;36752;directed;
877180;37359;directed;
1787951;37632;directed;
20838;37800;directed;
195009;39310;directed;
1397211;39479;directed;
2808;39559;directed;
2920633;50952;directed;
839698;51079;directed;
483194;51255;directed;
1163370;51996;directed;
20838;54235;directed;
1132538;54814;directed;
4130;55621;directed;
877180;55621;directed;
877180;56488;directed;
1144421;56748;directed;
87121;57628;directed;
20838;59216;directed;
934669;59649;directed;
1397211;60860;directed;
1397211;61780;directed;
1397211;61913;directed;
185495;62231;directed;
1787951;62810;directed;
1464506;63335;directed;
30720;65260;directed;
1736164;66461;directed;
1397211;67864;directed;
1397211;69820;directed;
1787951;72200;directed;
2920633;72242;directed;
1397211;72660;directed;
25578;74655;directed;
955138;74661;directed;
1787951;75324;directed;
934572;75612;directed;
213985;76371;directed;
1787951;44167;directed;
1397211;45647;directed;
934572;46271;directed;
1787951;46271;directed;
1092224;17031;directed;
877180;17141;directed;
1724053;17141;directed;
3812576;17141;directed;
60188;17413;directed;
116979;17413;directed;
1787951;17413;directed;
1787951;17597;directed;
2259;17715;directed;
17374;17715;directed;
86523;17715;directed;
1397211;17716;directed;
1464506;17759;directed;
5013455;17760;directed;
2920633;17955;directed;
955138;18556;directed;
1315922;18556;directed;
1787951;18556;directed;
2912671;18556;directed;
19076;18689;directed;
10488;18719;directed;
1792584;19076;directed;
2912671;19076;directed;
934572;19455;directed;
3968152;19455;directed;
877180;20044;directed;
936750;20180;directed;
1787951;20180;directed;
1397211;20472;directed;
465;20838;directed;
6450;21480;directed;
15859;22051;directed;
42533;22869;directed;
877180;22907;directed;
1260644;22907;directed;
7061198;23243;directed;
3254200;79368;directed;
1397211;80197;directed;
1465156;80528;directed;
1163370;80874;directed;
1787951;81358;directed;
84021;82626;directed;
1397211;83693;directed;
877180;86521;directed;
1397211;89840;directed;
877180;96396;directed;
1053056;96396;directed;
1017115;96708;directed;
1017115;97776;directed;
1397211;97914;directed;
958243;98791;directed;
934572;100515;directed;
1397211;100787;directed;
1787951;101264;directed;
955138;106016;directed;
1397211;106436;directed;
3532;108399;directed;
766044;108672;directed;
20838;110740;directed;
1397211;111902;directed;
1787951;116506;directed;
10044;120905;directed;
1397211;120944;directed;
877180;127432;directed;
1397211;128445;directed;
1315922;128588;directed;
1787951;128588;directed;
931183;129489;directed;
1787951;129489;directed;
1787951;129526;directed;
877180;130877;directed;
1639432;131247;directed;
1792584;131247;directed;
143477;133444;directed;
1397211;133444;directed;
1397211;137572;directed;
1397211;141264;directed;
1017115;142585;directed;
46271;146063;directed;
1397211;146063;directed;
877180;149859;directed;
1017115;158695;directed;
1397211;158695;directed;
1397211;162622;directed;
1397211;164294;directed;
1501167;165134;directed;
51079;165694;directed;
1397211;166401;directed;
930081;167807;directed;
932401;168760;directed;
130567;169740;directed;
951697;171492;directed;
877180;174794;directed;
937121;178519;directed;
80901;188318;directed;
1771359;188318;directed;
1787951;188318;directed;
1397211;209504;directed;
273352;210649;directed;
2920633;212879;directed;
877180;227272;directed;
6221;228648;directed;
1053056;231597;directed;
1397211;232765;directed;
1397211;243113;directed;
1397211;254508;directed;
1792584;259551;directed;
1397211;267176;directed;
2738;274222;directed;
1397211;275615;directed;
877180;289092;directed;
26599;302049;directed;
959451;302049;directed;
1397211;308073;directed;
211966;315650;directed;
1736164;48937;directed;
1397211;49070;directed;
877180;49661;directed;
955138;51255;directed;
877180;51565;directed;
