Target;Source;Type;
12553137;1779;directed;
11298292;3871;directed;
12553137;3871;directed;
12553137;4096;directed;
12553137;5009;directed;
12553137;6240;directed;
12553137;7125;directed;
12553137;14955;directed;
11013135;39559;directed;
11799234;18188;directed;
643195;36486;directed;
11013135;56743;directed;
12553137;870875;directed;
12553137;2016667;directed;
56743;11013135;directed;
11799234;308073;directed;
8648;10511930;directed;
12553137;16065;directed;
12553137;20157;directed;
12553137;67864;directed;








































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































