Target;Source;Type;
6772184;963;directed;
7021927;3741;directed;
7127146;3871;directed;
7354856;4073;directed;
7374515;4096;directed;
7021927;966;directed;
7021927;1564;directed;
7021927;1565;directed;
7151365;2084;directed;
7303709;3871;directed;
7151365;3871;directed;
7021927;4896;directed;
7354856;6258;directed;
8986758;6858;directed;
7354856;8257;directed;
6546593;7125;directed;
7021927;8150;directed;
6772184;9215;directed;
9157953;8902;directed;
7021927;14501;directed;
7354856;15341;directed;
7021927;17267;directed;
7354856;9236;directed;
7354856;19167;directed;
11442801;20020;directed;
7021927;27544;directed;
9157953;23250;directed;
11442801;26243;directed;
7021927;26331;directed;
7374515;10488;directed;
7374515;31284;directed;
7021927;44541;directed;
7021927;59216;directed;
7158206;41747;directed;
7021927;141756;directed;
7172073;51996;directed;
6772184;52280;directed;
7822733;63335;directed;
6772184;1530004;directed;
6546593;75927;directed;
7374515;29869;directed;
6847942;31794;directed;
7354856;2362672;directed;
7158206;6611460;directed;
31794;6847942;directed;
7637875;7512921;directed;
6772184;108787;directed;
11442801;129526;directed;
7021927;186771;directed;
6772184;462474;directed;
7021927;631909;directed;
9157953;1202162;directed;
7021927;1326027;directed;
6546593;4615601;directed;
3318137;6772184;directed;
7546;6847942;directed;
48128;7158206;directed;
110402;7354856;directed;
9157953;375000;directed;
7374515;1200952;directed;
141756;7021927;directed;
7021927;10227;directed;
7374515;13524;directed;
7021927;17413;directed;
7021927;18054;directed;
7374515;36486;directed;
7158206;48128;directed;
7354856;60384;directed;
6546593;83693;directed;
6772184;289092;directed;
7021927;885057;directed;
7151365;932920;directed;
6546593;1457761;directed;
7151365;5829131;directed;
4615601;6546593;directed;
2313223;6799484;directed;
303;7374515;directed;
375000;9157953;directed;

























































































































































































































