Target;Source;Type;Timestamp
149859;733;directed;1
241424;733;directed;1
3776804;733;directed;1
421;777;directed;1
2552;777;directed;1
10488;777;directed;1
1161;823;directed;1
19216;823;directed;1
41738;823;directed;1
100997;823;directed;1
151024;823;directed;1
8961;856;directed;1
42527;856;directed;1
55621;856;directed;1
2292904;856;directed;1
2078;869;directed;1
3363;869;directed;1
15740;869;directed;1
44316;869;directed;1
80683;869;directed;1
239142;869;directed;1
279751;869;directed;1
2259;872;directed;1
16130;872;directed;1
49705;872;directed;1
80874;872;directed;1
158744;872;directed;1
797452;872;directed;1
3286010;872;directed;1
1161;873;directed;1
186771;873;directed;1
651;896;directed;1
9423;896;directed;1
41478;896;directed;1
44852;896;directed;1
77595;896;directed;1
151622;896;directed;1
1411880;896;directed;1
6728241;896;directed;1
3620;962;directed;1
51735;962;directed;1
71551;962;directed;1
94127;962;directed;1
10;963;directed;1
1327;963;directed;1
2198;963;directed;1
2738;963;directed;1
2808;963;directed;1
4360;963;directed;1
4810;963;directed;1
5305;963;directed;1
9858;963;directed;1
14154;963;directed;1
14765;963;directed;1
18749;963;directed;1
22383;963;directed;1
34369;963;directed;1
55621;963;directed;1
59538;963;directed;1
63198;963;directed;1
100212;963;directed;1
101889;963;directed;1
102246;963;directed;1
116609;963;directed;1
142585;963;directed;1
152224;963;directed;1
158744;963;directed;1
164294;963;directed;1
178117;963;directed;1
182156;963;directed;1
185771;963;directed;1
195898;963;directed;1
271382;963;directed;1
391036;963;directed;1
462474;963;directed;1
537757;963;directed;1
630373;963;directed;1
929884;963;directed;1
934337;963;directed;1
1032533;963;directed;1
2327612;963;directed;1
2488215;963;directed;1
44090;964;directed;1
100997;964;directed;1
2712409;964;directed;1
2808;974;directed;1
4810;974;directed;1
6400;974;directed;1
6445;974;directed;1
8961;974;directed;1
10227;974;directed;1
22383;974;directed;1
27543;974;directed;1
29869;974;directed;1
42533;974;directed;1
61224;974;directed;1
69505;974;directed;1
212938;974;directed;1
225880;974;directed;1
253078;974;directed;1
289092;974;directed;1
802336;974;directed;1
2259;979;directed;1
24359;979;directed;1
63198;979;directed;1
68070;979;directed;1
70512;979;directed;1
80874;979;directed;1
96783;979;directed;1
160858;979;directed;1
168873;979;directed;1
185771;979;directed;1
194198;979;directed;1
630373;979;directed;1
2000880;979;directed;1
2087882;979;directed;1
3121707;979;directed;1
5400325;979;directed;1
6186798;979;directed;1
33913;986;directed;1
34369;986;directed;1
68070;986;directed;1
70512;986;directed;1
105379;986;directed;1
122203;986;directed;1
168873;986;directed;1
185771;986;directed;1
208679;986;directed;1
209504;986;directed;1
281777;986;directed;1
911953;986;directed;1
1443838;986;directed;1
7810955;986;directed;1
70224;989;directed;1
963;992;directed;1
19076;992;directed;1
100940;992;directed;1
2209437;992;directed;1
2488215;992;directed;1
10;995;directed;1
617;995;directed;1
1003;995;directed;1
1199;995;directed;1
1703;995;directed;1
2198;995;directed;1
2259;995;directed;1
2809;995;directed;1
2966;995;directed;1
3082;995;directed;1
3127;995;directed;1
3448;995;directed;1
3683;995;directed;1
3750;995;directed;1
5916;995;directed;1
5993;995;directed;1
6221;995;directed;1
7095;995;directed;1
7169;995;directed;1
9007;995;directed;1
9293;995;directed;1
9858;995;directed;1
9961;995;directed;1
10488;995;directed;1
12368;995;directed;1
12548;995;directed;1
13271;995;directed;1
13525;995;directed;1
16391;995;directed;1
18749;995;directed;1
27544;995;directed;1
30786;995;directed;1
30953;995;directed;1
32340;995;directed;1
32626;995;directed;1
34369;995;directed;1
36705;995;directed;1
36712;995;directed;1
39086;995;directed;1
39597;995;directed;1
48128;995;directed;1
49661;995;directed;1
54943;995;directed;1
61913;995;directed;1
63198;995;directed;1
65530;995;directed;1
68067;995;directed;1
68070;995;directed;1
77870;995;directed;1
82185;995;directed;1
89643;995;directed;1
95446;995;directed;1
96169;995;directed;1
96783;995;directed;1
100787;995;directed;1
102246;995;directed;1
116609;995;directed;1
122203;995;directed;1
140326;995;directed;1
142585;995;directed;1
150329;995;directed;1
158744;995;directed;1
164294;995;directed;1
166077;995;directed;1
167591;995;directed;1
167642;995;directed;1
167787;995;directed;1
168346;995;directed;1
170823;995;directed;1
172709;995;directed;1
178117;995;directed;1
182156;995;directed;1
182384;995;directed;1
195898;995;directed;1
201160;995;directed;1
203409;995;directed;1
247369;995;directed;1
263201;995;directed;1
270723;995;directed;1
281777;995;directed;1
325367;995;directed;1
391036;995;directed;1
462474;995;directed;1
513790;995;directed;1
577467;995;directed;1
624689;995;directed;1
670205;995;directed;1
911953;995;directed;1
934337;995;directed;1
2016667;995;directed;1
2087882;995;directed;1
2292904;995;directed;1
2327612;995;directed;1
2362672;995;directed;1
2780506;995;directed;1
3566761;995;directed;1
3682001;995;directed;1
3161;1001;directed;1
8260;1001;directed;1
23250;1001;directed;1
37748;1001;directed;1
45621;1001;directed;1
150366;1001;directed;1
177049;1001;directed;1
2100344;1001;directed;1
686;1003;directed;1
992;1003;directed;1
2907;1003;directed;1
3556;1003;directed;1
3575;1003;directed;1
6409;1003;directed;1
21370;1003;directed;1
29869;1003;directed;1
51735;1003;directed;1
63463;1003;directed;1
73646;1003;directed;1
372376;1003;directed;1
962;1005;directed;1
8793;1005;directed;1
8835;1005;directed;1
9930;1005;directed;1
15859;1005;directed;1
48165;1005;directed;1
73646;1005;directed;1
207867;1005;directed;1
748965;1005;directed;1
8961;1058;directed;1
10044;1058;directed;1
2198;1145;directed;1
3082;1145;directed;1
3448;1145;directed;1
5916;1145;directed;1
5993;1145;directed;1
6221;1145;directed;1
9293;1145;directed;1
10488;1145;directed;1
21532;1145;directed;1
30172;1145;directed;1
34369;1145;directed;1
36477;1145;directed;1
41747;1145;directed;1
59606;1145;directed;1
100787;1145;directed;1
169008;1145;directed;1
228648;1145;directed;1
670205;1145;directed;1
911953;1145;directed;1
2552;1161;directed;1
2738;1161;directed;1
169008;1161;directed;1
80;1199;directed;1
777;1199;directed;1
1327;1199;directed;1
1831;1199;directed;1
1902;1199;directed;1
2316;1199;directed;1
2808;1199;directed;1
3460;1199;directed;1
4810;1199;directed;1
5305;1199;directed;1
5944;1199;directed;1
6400;1199;directed;1
8042;1199;directed;1
8209;1199;directed;1
8961;1199;directed;1
9138;1199;directed;1
9199;1199;directed;1
9858;1199;directed;1
10044;1199;directed;1
10160;1199;directed;1
10227;1199;directed;1
10584;1199;directed;1
10674;1199;directed;1
12534;1199;directed;1
13138;1199;directed;1
13524;1199;directed;1
14154;1199;directed;1
14748;1199;directed;1
16432;1199;directed;1
16506;1199;directed;1
17595;1199;directed;1
18556;1199;directed;1
19076;1199;directed;1
21653;1199;directed;1
27771;1199;directed;1
28337;1199;directed;1
29368;1199;directed;1
31245;1199;directed;1
31977;1199;directed;1
33642;1199;directed;1
34854;1199;directed;1
35782;1199;directed;1
36692;1199;directed;1
36737;1199;directed;1
38629;1199;directed;1
42533;1199;directed;1
43060;1199;directed;1
44490;1199;directed;1
48442;1199;directed;1
50804;1199;directed;1
55621;1199;directed;1
56488;1199;directed;1
61112;1199;directed;1
66106;1199;directed;1
77789;1199;directed;1
80594;1199;directed;1
80874;1199;directed;1
84138;1199;directed;1
84797;1199;directed;1
86436;1199;directed;1
88280;1199;directed;1
88393;1199;directed;1
91911;1199;directed;1
96708;1199;directed;1
99331;1199;directed;1
104633;1199;directed;1
106493;1199;directed;1
108347;1199;directed;1
129489;1199;directed;1
131174;1199;directed;1
132611;1199;directed;1
141264;1199;directed;1
149859;1199;directed;1
150177;1199;directed;1
153043;1199;directed;1
159460;1199;directed;1
168760;1199;directed;1
169425;1199;directed;1
172709;1199;directed;1
175771;1199;directed;1
180986;1199;directed;1
188283;1199;directed;1
193815;1199;directed;1
194198;1199;directed;1
197618;1199;directed;1
200674;1199;directed;1
209504;1199;directed;1
227272;1199;directed;1
254640;1199;directed;1
265398;1199;directed;1
270723;1199;directed;1
274222;1199;directed;1
291948;1199;directed;1
430974;1199;directed;1
460915;1199;directed;1
488159;1199;directed;1
630373;1199;directed;1
765172;1199;directed;1
784254;1199;directed;1
802336;1199;directed;1
870875;1199;directed;1
890486;1199;directed;1
934337;1199;directed;1
1168849;1199;directed;1
1504640;1199;directed;1
1517622;1199;directed;1
1689104;1199;directed;1
1702715;1199;directed;1
1751685;1199;directed;1
1756836;1199;directed;1
2000880;1199;directed;1
2100344;1199;directed;1
2209437;1199;directed;1
2251441;1199;directed;1
2292904;1199;directed;1
3682001;1199;directed;1
3926870;1199;directed;1
1058;1293;directed;1
303;1327;directed;1
10058;1445;directed;1
11967;1550;directed;1
209504;1558;directed;1
1772;1564;directed;1
5750;1564;directed;1
6001;1564;directed;1
6091;1564;directed;1
7225;1564;directed;1
7546;1564;directed;1
8931;1564;directed;1
8938;1564;directed;1
10840;1564;directed;1
15030;1564;directed;1
24573;1564;directed;1
26331;1564;directed;1
39727;1564;directed;1
41478;1564;directed;1
47628;1564;directed;1
70224;1564;directed;1
131189;1564;directed;1
179105;1564;directed;1
213985;1564;directed;1
4608;1565;directed;1
6070;1565;directed;1
8814;1565;directed;1
11346;1565;directed;1
11924;1565;directed;1
14935;1565;directed;1
17595;1565;directed;1
26107;1565;directed;1
29240;1565;directed;1
42479;1565;directed;1
55791;1565;directed;1
72327;1565;directed;1
98583;1565;directed;1
100787;1565;directed;1
142585;1565;directed;1
175771;1565;directed;1
205838;1565;directed;1
209504;1565;directed;1
1168849;1565;directed;1
1341655;1565;directed;1
129693;1568;directed;1
388;1569;directed;1
465;1569;directed;1
1564;1569;directed;1
2907;1569;directed;1
5195;1569;directed;1
16480;1569;directed;1
29869;1569;directed;1
5394;1635;directed;1
465;1703;directed;1
2904;1703;directed;1
3620;1703;directed;1
8260;1703;directed;1
8925;1703;directed;1
13138;1703;directed;1
19455;1703;directed;1
23250;1703;directed;1
45621;1703;directed;1
85025;1703;directed;1
802336;1703;directed;1
15859;1757;directed;1
17760;1772;directed;1
27563;1772;directed;1
36493;1772;directed;1
303;1779;directed;1
1199;1779;directed;1
1565;1779;directed;1
2738;1779;directed;1
3622;1779;directed;1
3683;1779;directed;1
3750;1779;directed;1
4541;1779;directed;1
5800;1779;directed;1
5993;1779;directed;1
6453;1779;directed;1
7169;1779;directed;1
8339;1779;directed;1
9293;1779;directed;1
10058;1779;directed;1
10967;1779;directed;1
11346;1779;directed;1
12166;1779;directed;1
12744;1779;directed;1
12943;1779;directed;1
14637;1779;directed;1
15954;1779;directed;1
18669;1779;directed;1
19640;1779;directed;1
24569;1779;directed;1
24630;1779;directed;1
24723;1779;directed;1
26108;1779;directed;1
26426;1779;directed;1
30908;1779;directed;1
31284;1779;directed;1
33139;1779;directed;1
33913;1779;directed;1
34967;1779;directed;1
35073;1779;directed;1
35218;1779;directed;1
35758;1779;directed;1
36468;1779;directed;1
36590;1779;directed;1
36754;1779;directed;1
42345;1779;directed;1
47219;1779;directed;1
48546;1779;directed;1
50638;1779;directed;1
60396;1779;directed;1
61450;1779;directed;1
61685;1779;directed;1
63198;1779;directed;1
63449;1779;directed;1
64079;1779;directed;1
66149;1779;directed;1
70512;1779;directed;1
74503;1779;directed;1
74699;1779;directed;1
77784;1779;directed;1
79368;1779;directed;1
80717;1779;directed;1
83693;1779;directed;1
84011;1779;directed;1
91305;1779;directed;1
92375;1779;directed;1
93962;1779;directed;1
96150;1779;directed;1
96783;1779;directed;1
99367;1779;directed;1
100781;1779;directed;1
101154;1779;directed;1
102246;1779;directed;1
105665;1779;directed;1
111902;1779;directed;1
118961;1779;directed;1
118984;1779;directed;1
119392;1779;directed;1
120944;1779;directed;1
122971;1779;directed;1
145535;1779;directed;1
154458;1779;directed;1
155904;1779;directed;1
167851;1779;directed;1
168873;1779;directed;1
171492;1779;directed;1
185019;1779;directed;1
185771;1779;directed;1
191295;1779;directed;1
194424;1779;directed;1
199094;1779;directed;1
205838;1779;directed;1
208203;1779;directed;1
208460;1779;directed;1
208679;1779;directed;1
220609;1779;directed;1
221091;1779;directed;1
264561;1779;directed;1
266386;1779;directed;1
273352;1779;directed;1
275357;1779;directed;1
281777;1779;directed;1
302165;1779;directed;1
325348;1779;directed;1
325367;1779;directed;1
584783;1779;directed;1
608623;1779;directed;1
670205;1779;directed;1
889388;1779;directed;1
911953;1779;directed;1
959681;1779;directed;1
970171;1779;directed;1
1182369;1779;directed;1
1191154;1779;directed;1
1226634;1779;directed;1
1353272;1779;directed;1
2131186;1779;directed;1
2212057;1779;directed;1
2327612;1779;directed;1
2362672;1779;directed;1
3121707;1779;directed;1
4313562;1779;directed;1
6109298;1779;directed;1
10;1831;directed;1
1003;1831;directed;1
1199;1831;directed;1
2198;1831;directed;1
3448;1831;directed;1
3750;1831;directed;1
5132;1831;directed;1
6221;1831;directed;1
9007;1831;directed;1
9858;1831;directed;1
9961;1831;directed;1
13271;1831;directed;1
14154;1831;directed;1
17159;1831;directed;1
27544;1831;directed;1
28183;1831;directed;1
28337;1831;directed;1
34369;1831;directed;1
34854;1831;directed;1
35468;1831;directed;1
36493;1831;directed;1
45336;1831;directed;1
48128;1831;directed;1
55621;1831;directed;1
59538;1831;directed;1
61913;1831;directed;1
67864;1831;directed;1
80874;1831;directed;1
86436;1831;directed;1
89643;1831;directed;1
93705;1831;directed;1
93962;1831;directed;1
96118;1831;directed;1
96169;1831;directed;1
100787;1831;directed;1
104633;1831;directed;1
105379;1831;directed;1
116609;1831;directed;1
128588;1831;directed;1
132611;1831;directed;1
134626;1831;directed;1
146907;1831;directed;1
164294;1831;directed;1
168760;1831;directed;1
227272;1831;directed;1
270723;1831;directed;1
280877;1831;directed;1
697145;1831;directed;1
785656;1831;directed;1
929884;1831;directed;1
934337;1831;directed;1
1131585;1831;directed;1
1443838;1831;directed;1
1850317;1831;directed;1
2000880;1831;directed;1
2016667;1831;directed;1
2292904;1831;directed;1
2327612;1831;directed;1
2780506;1831;directed;1
686;1900;directed;1
3215;1900;directed;1
5101;1900;directed;1
7263;1900;directed;1
7687;1900;directed;1
8259;1900;directed;1
9326;1900;directed;1
9930;1900;directed;1
11967;1900;directed;1
11987;1900;directed;1
17700;1900;directed;1
17928;1900;directed;1
18188;1900;directed;1
18304;1900;directed;1
18432;1900;directed;1
18564;1900;directed;1
18580;1900;directed;1
18898;1900;directed;1
19216;1900;directed;1
29402;1900;directed;1
37359;1900;directed;1
37397;1900;directed;1
39367;1900;directed;1
43608;1900;directed;1
44090;1900;directed;1
53849;1900;directed;1
54816;1900;directed;1
57695;1900;directed;1
73646;1900;directed;1
74655;1900;directed;1
78768;1900;directed;1
81290;1900;directed;1
97776;1900;directed;1
108349;1900;directed;1
120482;1900;directed;1
129526;1900;directed;1
143123;1900;directed;1
222994;1900;directed;1
400174;1900;directed;1
729407;1900;directed;1
1260878;1900;directed;1
2712409;1900;directed;1
1161;1934;directed;1
3179;1934;directed;1
5544;1934;directed;1
6453;1934;directed;1
7546;1934;directed;1
8073;1934;directed;1
10672;1934;directed;1
11967;1934;directed;1
13111;1934;directed;1
18432;1934;directed;1
36568;1934;directed;1
41478;1934;directed;1
45623;1934;directed;1
47014;1934;directed;1
47628;1934;directed;1
48328;1934;directed;1
51082;1934;directed;1
60188;1934;directed;1
60384;1934;directed;1
60757;1934;directed;1
67666;1934;directed;1
129693;1934;directed;1
131189;1934;directed;1
132760;1934;directed;1
174847;1934;directed;1
194424;1934;directed;1
906790;1934;directed;1
2777297;1934;directed;1
4284826;1934;directed;1
71562;1949;directed;1
2327612;1949;directed;1
203;1954;directed;1
303;1954;directed;1
1003;1954;directed;1
1199;1954;directed;1
1900;1954;directed;1
2391;1954;directed;1
2729;1954;directed;1
2809;1954;directed;1
3596;1954;directed;1
3622;1954;directed;1
3683;1954;directed;1
4130;1954;directed;1
4541;1954;directed;1
5132;1954;directed;1
5993;1954;directed;1
6070;1954;directed;1
6170;1954;directed;1
7687;1954;directed;1
8426;1954;directed;1
9782;1954;directed;1
9888;1954;directed;1
10582;1954;directed;1
11938;1954;directed;1
12548;1954;directed;1
12744;1954;directed;1
13271;1954;directed;1
13525;1954;directed;1
13753;1954;directed;1
14235;1954;directed;1
14489;1954;directed;1
17159;1954;directed;1
17413;1954;directed;1
17760;1954;directed;1
17882;1954;directed;1
18136;1954;directed;1
18592;1954;directed;1
18689;1954;directed;1
18766;1954;directed;1
19640;1954;directed;1
21532;1954;directed;1
23402;1954;directed;1
24559;1954;directed;1
24630;1954;directed;1
29382;1954;directed;1
29482;1954;directed;1
29662;1954;directed;1
30908;1954;directed;1
33913;1954;directed;1
34389;1954;directed;1
35719;1954;directed;1
35758;1954;directed;1
36468;1954;directed;1
36712;1954;directed;1
36757;1954;directed;1
40234;1954;directed;1
41747;1954;directed;1
42345;1954;directed;1
44147;1954;directed;1
44167;1954;directed;1
44295;1954;directed;1
45481;1954;directed;1
48418;1954;directed;1
48546;1954;directed;1
50522;1954;directed;1
50638;1954;directed;1
52280;1954;directed;1
60384;1954;directed;1
61913;1954;directed;1
64994;1954;directed;1
66149;1954;directed;1
68700;1954;directed;1
74503;1954;directed;1
80197;1954;directed;1
80322;1954;directed;1
81778;1954;directed;1
82645;1954;directed;1
87176;1954;directed;1
89840;1954;directed;1
92375;1954;directed;1
93920;1954;directed;1
96118;1954;directed;1
96783;1954;directed;1
99367;1954;directed;1
101212;1954;directed;1
106436;1954;directed;1
109929;1954;directed;1
118325;1954;directed;1
118984;1954;directed;1
119392;1954;directed;1
120944;1954;directed;1
128183;1954;directed;1
134626;1954;directed;1
136567;1954;directed;1
137255;1954;directed;1
140494;1954;directed;1
143347;1954;directed;1
144292;1954;directed;1
146907;1954;directed;1
152145;1954;directed;1
154458;1954;directed;1
155596;1954;directed;1
155904;1954;directed;1
167591;1954;directed;1
167787;1954;directed;1
167851;1954;directed;1
168160;1954;directed;1
168391;1954;directed;1
169683;1954;directed;1
178535;1954;directed;1
184971;1954;directed;1
185771;1954;directed;1
186771;1954;directed;1
191295;1954;directed;1
203409;1954;directed;1
205838;1954;directed;1
222743;1954;directed;1
222994;1954;directed;1
228648;1954;directed;1
233681;1954;directed;1
236123;1954;directed;1
264561;1954;directed;1
268995;1954;directed;1
269332;1954;directed;1
271382;1954;directed;1
281777;1954;directed;1
325367;1954;directed;1
375000;1954;directed;1
391036;1954;directed;1
401089;1954;directed;1
407104;1954;directed;1
659762;1954;directed;1
728224;1954;directed;1
907927;1954;directed;1
932416;1954;directed;1
959681;1954;directed;1
1052126;1954;directed;1
1443838;1954;directed;1
1850317;1954;directed;1
2131186;1954;directed;1
2378767;1954;directed;1
7736;1975;directed;1
80683;1975;directed;1
2080;1979;directed;1
3243;1979;directed;1
186771;1979;directed;1
873;1980;directed;1
453275;1980;directed;1
1954;1981;directed;1
2831;1981;directed;1
4354;1981;directed;1
14723;1981;directed;1
166077;1981;directed;1
169008;1981;directed;1
351218;1981;directed;1
911953;1981;directed;1
1824951;1981;directed;1
105574;2026;directed;1
17760;2029;directed;1
28274;2029;directed;1
33913;2029;directed;1
59606;2029;directed;1
117271;2029;directed;1
408061;2029;directed;1
2541580;2029;directed;1
239142;2030;directed;1
85025;2069;directed;1
872;2077;directed;1
1161;2077;directed;1
3179;2077;directed;1
8259;2077;directed;1
9779;2077;directed;1
20993;2077;directed;1
25472;2077;directed;1
66149;2077;directed;1
79368;2077;directed;1
97776;2077;directed;1
129526;2077;directed;1
129693;2077;directed;1
133444;2077;directed;1
135311;2077;directed;1
161540;2077;directed;1
186739;2077;directed;1
264561;2077;directed;1
3328;2080;directed;1
15740;2080;directed;1
31977;2080;directed;1
2552;2081;directed;1
169008;2081;directed;1
6679;2082;directed;1
686;2084;directed;1
872;2084;directed;1
1145;2084;directed;1
1772;2084;directed;1
1900;2084;directed;1
2080;2084;directed;1
8259;2084;directed;1
10933;2084;directed;1
11967;2084;directed;1
15740;2084;directed;1
33281;2084;directed;1
34531;2084;directed;1
36472;2084;directed;1
45941;2084;directed;1
70224;2084;directed;1
92456;2084;directed;1
129526;2084;directed;1
132339;2084;directed;1
186739;2084;directed;1
307545;2084;directed;1
1149376;2084;directed;1
1627694;2084;directed;1
49120;2119;directed;1
465;2198;directed;1
18886;2198;directed;1
73646;2198;directed;1
150366;2198;directed;1
9293;2213;directed;1
56438;2213;directed;1
186771;2213;directed;1
2480608;2213;directed;1
2695;2214;directed;1
17760;2229;directed;1
18432;2229;directed;1
20993;2229;directed;1
48296;2229;directed;1
48546;2229;directed;1
126821;2229;directed;1
129693;2229;directed;1
7858;2259;directed;1
29402;2259;directed;1
212282;2259;directed;1
2695;2264;directed;1
2907;2264;directed;1
22748;2264;directed;1
190397;2269;directed;1
31977;2378;directed;1
1161;2552;directed;1
2080;2552;directed;1
47628;2552;directed;1
72229;2552;directed;1
73646;2552;directed;1
186771;2552;directed;1
15740;2625;directed;1
18432;2645;directed;1
95849;2645;directed;1
110402;2645;directed;1
303;2695;directed;1
7128;2729;directed;1
856;2738;directed;1
1161;2738;directed;1
1900;2738;directed;1
3622;2738;directed;1
15527;2738;directed;1
18570;2738;directed;1
39495;2738;directed;1
59295;2738;directed;1
97776;2738;directed;1
120944;2738;directed;1
122339;2738;directed;1
18432;2;directed;1
52487;2;directed;1
242937;2;directed;1
264310;2;directed;1
465;10;directed;1
2808;10;directed;1
3556;10;directed;1
9886;10;directed;1
10227;10;directed;1
18719;10;directed;1
23250;10;directed;1
29214;10;directed;1
36468;10;directed;1
52280;10;directed;1
56743;10;directed;1
75324;10;directed;1
78203;10;directed;1
100997;10;directed;1
126821;10;directed;1
143477;10;directed;1
186771;10;directed;1
651069;10;directed;1
785656;10;directed;1
2209437;10;directed;1
3591550;10;directed;1
73646;80;directed;1
59216;102;directed;1
158102;102;directed;1
21653;109;directed;1
47628;109;directed;1
2398955;109;directed;1
430974;184;directed;1
4810;208;directed;1
8042;208;directed;1
10227;208;directed;1
12573;208;directed;1
54816;208;directed;1
60188;208;directed;1
122850;208;directed;1
186771;208;directed;1
462474;208;directed;1
823;303;directed;1
1003;303;directed;1
1199;303;directed;1
1900;303;directed;1
2157;303;directed;1
3082;303;directed;1
3179;303;directed;1
3497;303;directed;1
3596;303;directed;1
3622;303;directed;1
6453;303;directed;1
7279;303;directed;1
8259;303;directed;1
10058;303;directed;1
12780;303;directed;1
13271;303;directed;1
14637;303;directed;1
17413;303;directed;1
18136;303;directed;1
18432;303;directed;1
19640;303;directed;1
20472;303;directed;1
27544;303;directed;1
32255;303;directed;1
35300;303;directed;1
36752;303;directed;1
37157;303;directed;1
38629;303;directed;1
42533;303;directed;1
50482;303;directed;1
53422;303;directed;1
56488;303;directed;1
66149;303;directed;1
80759;303;directed;1
87176;303;directed;1
140494;303;directed;1
144292;303;directed;1
155596;303;directed;1
155904;303;directed;1
164119;303;directed;1
264561;303;directed;1
322105;303;directed;1
324990;303;directed;1
430974;303;directed;1
670205;303;directed;1
2259;355;directed;1
5132;355;directed;1
5993;355;directed;1
18669;355;directed;1
2198;388;directed;1
13798;388;directed;1
43111;388;directed;1
53400;388;directed;1
146907;388;directed;1
1027315;388;directed;1
3575;465;directed;1
6987;465;directed;1
34369;465;directed;1
35468;465;directed;1
54365;465;directed;1
100212;465;directed;1
101558;465;directed;1
2362672;465;directed;1
6442;542;directed;1
3179;617;directed;1
8793;617;directed;1
17597;617;directed;1
18188;617;directed;1
75927;617;directed;1
122203;617;directed;1
13532;651;directed;1
18689;651;directed;1
20993;651;directed;1
106493;651;directed;1
180986;651;directed;1
784254;651;directed;1
1236160;651;directed;1
3682001;651;directed;1
303;686;directed;1
20472;686;directed;1
65645;686;directed;1
603341;686;directed;1
3325514;686;directed;1
439;733;directed;1
686;733;directed;1
5734;733;directed;1
15030;733;directed;1
24358;733;directed;1
34967;733;directed;1
77595;733;directed;1
90075;733;directed;1
161540;733;directed;1
1168849;733;directed;1
802336;777;directed;1
2552;823;directed;1
23402;823;directed;1
86809;840;directed;1
128503;840;directed;1
10;856;directed;1
2198;856;directed;1
929884;856;directed;1
872;869;directed;1
2080;869;directed;1
70224;869;directed;1
1337707;869;directed;1
1161;872;directed;1
1954;872;directed;1
2552;872;directed;1
3243;872;directed;1
7462;872;directed;1
72848;872;directed;1
239142;872;directed;1
242699;872;directed;1
105766;873;directed;1
193641;873;directed;1
1027315;873;directed;1
436;896;directed;1
465;896;directed;1
2695;896;directed;1
3164;896;directed;1
42345;896;directed;1
46570;896;directed;1
60188;896;directed;1
95105;896;directed;1
101212;896;directed;1
129693;896;directed;1
186771;896;directed;1
293596;896;directed;1
649800;896;directed;1
651069;896;directed;1
2808;962;directed;1
8267;962;directed;1
17903;962;directed;1
36468;962;directed;1
64994;962;directed;1
110402;962;directed;1
465;963;directed;1
992;963;directed;1
1368;963;directed;1
3460;963;directed;1
6400;963;directed;1
6445;963;directed;1
8260;963;directed;1
8961;963;directed;1
10044;963;directed;1
10227;963;directed;1
18886;963;directed;1
19076;963;directed;1
27543;963;directed;1
29869;963;directed;1
41603;963;directed;1
44090;963;directed;1
86792;963;directed;1
96396;963;directed;1
105379;963;directed;1
110402;963;directed;1
120944;963;directed;1
122339;963;directed;1
129526;963;directed;1
150366;963;directed;1
168346;963;directed;1
180923;963;directed;1
186771;963;directed;1
